level	word	pinyin	eng
6	认可	rèn kě	to approve, approval, acknowledgment, OK,
6	任命	rèn mìng	to appoint and nominate, (job) appointment, CL:紙|纸[zhǐ],
6	任性	rèn xìng	willful, headstrong, uninhibited,
6	任意	rèn yì	arbitrary, at will, at random,
6	任重道远	rèn zhòng dào yuǎn	a heavy load and a long road, fig. to bear heavy responsibilities through a long struggle (cf Confucian Analects, 8.7),
6	仍旧	réng jiù	still (remaining), to remain (the same), yet,
6	日新月异	rì xīn yuè yì	daily renewal, monthly change (idiom); every day sees new developments, rapid progress,
6	日益	rì yì	day by day, more and more, increasingly, more and more with each passing day,
6	融洽	róng qià	harmonious, friendly relations, on good terms with one another,
6	溶解	róng jiě	to dissolve,
6	容貌	róng mào	one's appearance, one's aspect, looks, features,
6	容纳	róng nà	to hold, to contain, to accommodate, to tolerate (different opinions),
6	容器	róng qì	receptacle, vessel,
6	容忍	róng rěn	to put up with, to tolerate,
6	揉	róu	to knead, to massage, to rub,
6	柔和	róu hé	gentle, soft,
6	弱点	ruò diǎn	weak point, failing,
6	若干	ruò gān	a certain number or amount, how many?, how much?,
6	撒谎	sā huǎng	to tell lies,
6	腮	sāi	cheek,
6	三角	sān jiǎo	triangle,
6	散文	sǎn wén	prose, essay,
6	散布	sàn bù	to disseminate,
6	散发	sàn fā	to distribute, to emit, to issue,
6	丧失	sàng shī	to lose, to forfeit,
6	嫂子	sǎo zi	(informal) older brother's wife, sister-in-law, CL:個|个[gè],
6	色彩	sè cǎi	tint, coloring, coloration, character,
6	刹车	shā chē	to brake (when driving), to stop, to switch off, to check (bad habits), a brake,
6	啥	shá	dialectal equivalent of 什麼|什么[shén me],
6	筛选	shāi xuǎn	to filter,
6	山脉	shān mài	mountain range, CL:條|条[tiáo],
6	闪烁	shǎn shuò	flickering, twinkling, evasive, vague (of speech),
6	擅长	shàn cháng	to be good at, to be expert in,
6	擅自	shàn zì	without permission, of one's own initiative,
6	商标	shāng biāo	trademark, logo,
6	伤脑筋	shāng nǎo jīn	knotty, troublesome, bothersome,
6	上级	shàng jí	higher authorities, superiors, CL:個|个[gè],
6	上进心	shàng jìn xīn	motivation, ambition,
6	上任	shàng rèn	to take office,
6	上瘾	shàng yǐn	to get into a habit, to become addicted,
6	上游	shàng yóu	upper reaches (of a river), upper level, upper echelon, upstream,
6	捎	shāo	to bring sth to sb, to deliver,
6	梢	shāo	tip of branch,
6	哨	shào	a whistle, sentry,
6	奢侈	shē chǐ	luxurious, extravagant, wasteful,
6	设立	shè lì	to set up, to establish,
6	设想	shè xiǎng	to imagine, to assume, to envisage, tentative plan, to have consideration for,
6	设置	shè zhì	to set up, to install,
6	社区	shè qū	community,
6	涉及	shè jí	to involve, to touch upon (a topic),
6	摄取	shè qǔ	absorb (nutrition), take a photo,
6	摄氏度	shè shì dù	degrees centigrade,
6	深奥	shēn ào	profound, abstruse, recondite, profoundly,
6	深沉	shēn chén	deep, extreme, dull, low pitched (sound),
6	深情厚谊	shēn qíng hòu yì	deep friendship,
6	申报	shēn bào	to report (to the authorities), to declare (to customs),
6	绅士	shēn shì	gentleman,
6	呻吟	shēn yín	to moan, to groan,
6	神奇	shén qí	magical, mystical, miraculous,
6	神气	shén qì	expression, manner, spirited, vigorous,
6	神情	shén qíng	look, expression,
6	神色	shén sè	expression, look,
6	神圣	shén shèng	divine, hallow, holy, sacred,
6	神态	shén tài	appearance, manner, bearing, deportment, look, expression, mien,
6	神仙	shén xiān	Daoist immortal, supernatural entity, (in modern fiction) fairy, elf, leprechaun etc, fig. lighthearted person,
6	审查	shěn chá	to examine, to investigate, to censor out, censorship,
6	审理	shěn lǐ	to hear (a case),
6	审美	shěn měi	esthetics, appreciating the arts, taste,
6	审判	shěn pàn	a trial, to try sb,
6	渗透	shèn tòu	to permeate, to infiltrate, to pervade, osmosis,
6	慎重	shèn zhòng	cautious, careful, prudent,
6	生存	shēng cún	to exist, to survive,
6	生机	shēng jī	opportunity to live, to reprieve from death, life force, vitality,
6	生理	shēng lǐ	physiology,
6	生疏	shēng shū	unfamiliar, strange, out of practice, not accustomed,
6	生态	shēng tài	way of life, ecology,
6	生物	shēng wù	organism, living creature, life form, biological, CL:個|个[gè],
6	生效	shēng xiào	to take effect, to go into effect,
6	生锈	shēng xiù	to rust, to grow rusty, to corrode, oxidization,
6	生育	shēng yù	to bear, to give birth, to grow, to rear, to bring up (children),
6	牲畜	shēng chù	domesticated animals, livestock,
6	声明	shēng míng	statement, declaration, CL:項|项,份[fèn],
6	声势	shēng shì	fame and power, prestige, influence, impetus, momentum,
6	声誉	shēng yù	reputation, fame,
6	省会	shěng huì	provincial capital,
6	盛产	shèng chǎn	superabundant, to teem with, to produce in abundance, to abound in,
6	盛开	shèng kāi	blooming, in full flower,
6	盛情	shèng qíng	great kindness, magnificent hospitality,
6	盛行	shèng xíng	to be in vogue, to be prevalent,
6	胜负	shèng fù	victory or defeat, the outcome of a battle,
6	失误	shī wù	lapse, mistake, to make a mistake, fault, service fault (in volleyball, tennis etc),
6	失踪	shī zōng	to be missing, to disappear, unaccounted for,
6	师范	shī fàn	teacher-training, pedagogical, normal (school, e.g. Beijing Normal University),
6	施加	shī jiā	to exert (effort or pressure),
6	施展	shī zhǎn	to use fully, to put to use,
6	尸体	shī tǐ	dead body, corpse, carcass, CL:具[jù],
6	拾	shí	to pick up, to collate or arrange, ten (banker's anti-fraud numeral),
6	十足	shí zú	ample, complete, hundred percent, a pure shade (of some color),
6	识别	shí bié	to distinguish, to discern,
6	时差	shí chā	time difference, time lag, jet lag,
6	时常	shí cháng	often, frequently,
6	时而	shí ér	occasionally, from time to time,
6	时光	shí guāng	time, era, period of time,
6	时机	shí jī	fortunate timing, occasion, opportunity,
6	时事	shí shì	current trends, the present situation, how things are going,
6	时装	shí zhuāng	the latest fashion in clothes, fashionable,
6	实惠	shí huì	tangible benefit, material advantages, advantageous (deal), substantial (discount),
6	实力	shí lì	strength,
6	实施	shí shī	to implement, to carry out,
6	实事求是	shí shì qiú shì	to seek truth from facts (idiom), to be practical and realistic,
6	实质	shí zhì	substance, essence,
6	石油	shí yóu	oil, petroleum,
6	使命	shǐ mìng	mission (diplomatic or other), set task,
6	是非	shì fēi	right and wrong, quarrel,
6	试图	shì tú	to attempt, to try,
6	试验	shì yàn	experiment, test, experimental, CL:次,個|个[gè],
6	势必	shì bì	to be bound to, undoubtedly will,
6	势力	shì li	power, (ability to) influence,
6	世代	shì dài	generation, an era, accumulation of years, passing on from generation to generation,
6	世界观	shì jiè guān	worldview, world outlook, Weltanschauung,
6	示范	shì fàn	to demonstrate, to show how to do sth, demonstration, a model example,
6	示威	shì wēi	to demonstrate (as a protest), a demonstration, a military show of force,
6	示意	shì yì	to hint, to indicate (an idea to sb),
6	释放	shì fàng	to release, to set free, to liberate (a prisoner), to discharge,
6	事故	shì gù	accident, CL:樁|桩,起,次[cì],
6	事迹	shì jì	deed, past achievement, important event of the past,
6	事件	shì jiàn	event, happening, incident, CL:個|个[gè],
6	事态	shì tài	situation, existing state of affairs,
6	事务	shì wù	(political, economic etc) affairs, work,
6	事项	shì xiàng	matter, item,
6	事业	shì yè	undertaking, project, activity, (charitable, political or revolutionary) cause, publicly funded institution, enterprise or foundation, career, occupation, CL:個|个[gè],
6	适宜	shì yí	suitable, appropriate,
6	视力	shì lì	vision, eyesight,
6	视线	shì xiàn	line of sight,
6	视野	shì yě	field of view, horizon,
6	逝世	shì shì	to pass away, to die,
6	收藏	shōu cáng	to hoard, to collect, collection, to bookmark (internet),
6	收缩	shōu suō	to pull back, to shrink, to contract,
6	收益	shōu yì	earnings, profit,
6	收音机	shōu yīn jī	radio, CL:臺|台[tái],
6	手法	shǒu fǎ	technique, trick, skill,
6	手势	shǒu shì	gesture, sign, signal,
6	手艺	shǒu yì	craftmanship, workmanship, handicraft, trade,
6	首要	shǒu yào	the most important, of chief importance,
6	守护	shǒu hù	to guard, to protect,
6	受罪	shòu zuì	to endure, to suffer, hardships, torments, a hard time, a nuisance,
6	授予	shòu yǔ	to award, to confer,
6	书法	shū fǎ	calligraphy, handwriting, penmanship,
6	书籍	shū jí	books, works,
6	书记	shū ji	secretary, clerk, CL:個|个[gè],
6	书面	shū miàn	in writing, written,
6	舒畅	shū chàng	happy, entirely free from worry,
6	疏忽	shū hu	to neglect, to overlook, negligence, carelessness,
6	数	shǔ	to count, to enumerate, to criticize (i.e. enumerate shortcomings),
6	竖	shù	to erect, vertical, vertical stroke (in Chinese characters),
6	束	shù	to bind, bunch, bundle, classifier for bunches, bundles, beams of light etc, to control,
6	束缚	shù fù	to bind, to restrict, to tie, to commit, fetters,
6	树立	shù lì	to set up, to establish,
6	数额	shù é	amount, sum of money, fixed number,
6	数目	shù mù	amount, number,
6	耍	shuǎ	to play with, to wield, to act (cool etc), to display (a skill, one's temper etc),
6	衰老	shuāi lǎo	to age, to deteriorate with age, old and weak,
6	衰退	shuāi tuì	to decline, to fall, to drop, to falter, a decline, recession (in economics),
6	率领	shuài lǐng	to lead, to command, to head,
6	涮	shuàn	to rinse, to trick, to fool sb, to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table),
6	双胞胎	shuāng bāo tāi	twin, CL:對|对[duì],
6	爽快	shuǎng kuai	refreshed, rejuvenated, frank and straightforward,
6	水利	shuǐ lì	water conservancy, irrigation works,
6	水龙头	shuǐ lóng tóu	faucet, tap,
6	水泥	shuǐ ní	cement, CL:袋[dài],
6	司法	sī fǎ	judicial, (administration of) justice,
6	司令	sī lìng	commanding officer,
6	思念	sī niàn	to think of, to long for, to miss,
6	思索	sī suǒ	to think deeply, to ponder,
6	思维	sī wéi	(line of) thought, thinking,
6	思绪	sī xù	train of thought, emotional state, mood, feeling,
6	私自	sī zì	private, personal, secretly, without explicit approval,
6	斯文	sī wén	refined, educate, cultured, intellectual, polite, gentle,
6	死亡	sǐ wáng	to die, death,
6	四肢	sì zhī	the four limbs of the body,
6	肆无忌惮	sì wú jì dàn	absolutely unrestrained, unbridled, without the slightest scruple,
6	饲养	sì yǎng	to raise, to rear,
6	耸	sǒng	to excite, to raise up, to shrug, high, lofty, towering,
6	艘	sōu	classifier for ships, Taiwan pr. [sāo],
6	搜索	sōu suǒ	to search, to look for sth, to scour (search meticulously), to look sth up, internet search, database search,
6	苏醒	sū xǐng	to wake up, to regain consciousness,
6	俗话	sú huà	common saying, proverb,
6	塑造	sù zào	to model, to mould, plastic (arts), flexible, to portray (in sculpture or in words),
6	素食	sù shí	vegetables, vegetarian food,
6	素质	sù zhì	inner quality, basic essence, change over time,
6	诉讼	sù sòng	lawsuit,
6	算了	suàn le	let it be, let it pass, forget about it,
6	算数	suàn shù	to count numbers, to keep to one's word, to hold (i.e. to remain valid), to count (i.e. to be important),
6	随即	suí jí	immediately, presently, following which,
6	随身	suí shēn	to (carry) on one's person, to (take) with one,
6	随手	suí shǒu	conveniently, without extra trouble, while doing it, in passing,
6	随意	suí yì	as one wishes, according to one's wishes, at will, voluntary, conscious,
6	岁月	suì yuè	years, passing of time,
6	隧道	suì dào	tunnel,
6	损坏	sǔn huài	to damage, to injure,
6	索赔	suǒ péi	to ask for compensation, to claim damages, claim for damages,
6	索性	suǒ xìng	you might as well (do it), simply, just,
6	塌	tā	collapse,
6	踏实	tā shi	practical, down-to-earth, realistic, firmly based, steadfast, to have peace of mind, free from anxiety,
6	台风	tái fēng	hurricane, typhoon,
6	太空	tài kōng	outer space,
6	泰斗	tài dǒu	leading scholar of his time, magnate,
6	瘫痪	tān huàn	paralysis, be paralyzed (body, transportation, etc),
6	贪婪	tān lán	avaricious, greedy, rapacious, insatiable, avid,
6	贪污	tān wū	corruption,
6	摊儿	tān r	erhua variant of 攤|摊[tān],
6	弹性	tán xìng	flexibility, elasticity,
6	坦白	tǎn bái	honest, forthcoming, to confess,
6	探测	tàn cè	to probe, to take readings, to explore, exploration,
6	探索	tàn suǒ	to explore, to probe,
6	探讨	tàn tǎo	to investigate, to probe,
6	探望	tàn wàng	to visit,
6	叹气	tàn qì	to sigh, to heave a sigh,
6	糖葫芦	táng hú lu	sugar-coated Chinese hawthorn fruit on a stick, tanghulu,
6	倘若	tǎng ruò	provided that, supposing that, if,
6	掏	tāo	variant of 掏[tāo],
6	滔滔不绝	tāo tāo bù jué	unceasing torrent (idiom), talking non-stop, gabbling forty to the dozen,
6	陶瓷	táo cí	pottery and porcelain, ceramics,
6	淘气	táo qì	naughty, bad,
6	淘汰	táo tài	to wash out, elimination (by selection), natural selection, to knock out (in a competition), to die out, to phase out,
6	讨价还价	tǎo jià huán jià	to haggle over price,
6	特长	tè cháng	personal strength, one's special ability or strong points,
6	特定	tè dìng	special, specific, designated, particular,
6	特色	tè sè	characteristic, distinguishing feature or quality,
6	提拔	tí bá	to promote to a higher job, to select for promotion,
6	提炼	tí liàn	to extract (ore, minerals etc), to refine, to purify, to process,
6	提示	tí shì	to prompt, to present, to point out, to draw attention to sth, hint, brief, cue,
6	提议	tí yì	proposal, suggestion, to propose, to suggest,
6	题材	tí cái	subject matter,
6	体谅	tǐ liàng	to empathize, to allow (for something), to show understanding, to appreciate,
6	体面	tǐ miàn	"dignity, face (as in ""losing face""), honorable, creditable, pretty,"
6	体系	tǐ xì	system, setup, CL:個|个[gè],
6	天才	tiān cái	talent, gift, genius, talented, gifted,
6	天伦之乐	tiān lún zhī lè	family love and joy, domestic bliss,
6	天然气	tiān rán qì	natural gas,
6	天生	tiān shēng	nature, disposition, innate, natural,
6	天堂	tiān táng	paradise, heaven,
6	天文	tiān wén	astronomy,
6	田径	tián jìng	track and field (athletics),
6	舔	tiǎn	to lick, to lap,
6	挑剔	tiāo ti	picky, fussy,
6	条款	tiáo kuǎn	clause (of contract or law), CL:項|项[xiàng],
6	条理	tiáo lǐ	arrangement, order, tidiness,
6	条约	tiáo yuē	treaty, pact, CL:個|个[gè],
6	调和	tiáo hé	harmonious, to mediate, to reconcile, to compromise, mediation, to mix, to blend, blended, to season, seasoning, to placate,
6	调剂	tiáo jì	to adjust, to balance, to make up a medical prescription,
6	调节	tiáo jié	to adjust, to regulate, to harmonize, to reconcile (accountancy etc),
6	调解	tiáo jiě	to mediate, to bring parties to an agreement,
6	调料	tiáo liào	condiment, seasoning, flavoring,
6	挑拨	tiǎo bō	to incite disharmony, to instigate,
6	挑衅	tiǎo xìn	to provoke, provocation,
6	跳跃	tiào yuè	to jump, to leap, to bound, to skip,
6	停泊	tíng bó	to anchor, anchorage, mooring (of a ship),
6	停顿	tíng dùn	to halt, to break off, pause (in speech),
6	停滞	tíng zhì	stagnation, at a standstill, bogged down,
6	亭子	tíng zi	pavilion,
6	挺拔	tǐng bá	tall and straight,
6	通货	tōng huò	currency, exchange of goods,
6	通俗	tōng sú	common, everyday, average,
6	通用	tōng yòng	common (use), interchangeable,
6	铜矿	tóng kuàng	Copper,
6	同胞	tóng bāo	born of the same parents, sibling, fellow citizen, compatriot,
6	同志	tóng zhì	comrade, homosexual (slang), CL:個|个[gè],
6	童话	tóng huà	children's fairy tales,
6	统筹兼顾	tǒng chóu jiān gù	an overall plan taking into account all factors,
6	统计	tǒng jì	statistics, to count, to add up,
6	统统	tǒng tǒng	totally,
6	投机	tóu jī	to speculate (on financial markets), opportunistic, congenial, agreeable,
6	投票	tóu piào	to vote, vote,
6	投降	tóu xiáng	to surrender, surrender,
6	投掷	tóu zhì	to throw sth a long distance, to hurl, to throw at, to throw (dice etc), to flip (a coin),
6	秃	tū	bald, blunt,
6	突破	tū pò	to break through, to make a breakthrough, to surmount or break the back of (a task etc), (of ball sports) to break through a defense,
6	图案	tú àn	design, pattern,
6	徒弟	tú dì	apprentice, disciple,
6	途径	tú jìng	way, channel,
6	涂抹	tú mǒ	to paint, to smear, to apply (makeup etc), to doodle, to erase, to obliterate,
6	土壤	tǔ rǎng	soil,
6	团结	tuán jié	a rally, to hold a rally, to join forces,
6	团体	tuán tǐ	group, organization, team, CL:個|个[gè],
6	团圆	tuán yuán	to have a reunion,
6	推测	tuī cè	speculation, to conjecture, to surmise, to speculate,
6	推翻	tuī fān	to overthrow,
6	推理	tuī lǐ	reasoning, speculative, inference,
6	推论	tuī lùn	to infer, inference, corollary, reasoned conclusion,
6	推销	tuī xiāo	to market, to sell,
6	吞咽	tūn yàn	to swallow, to gulp,
6	脱离	tuō lí	to separate oneself from, to break away from, diastasis (medicine), abscission, abjunction (botany),
6	拖延	tuō yán	to adjourn, to delay, to defer, adjournment, procrastination,
6	托运	tuō yùn	to consign (goods), to check through (baggage),
6	妥当	tuǒ dang	appropriate, proper, ready,
6	妥善	tuǒ shàn	appropriate, proper,
6	妥协	tuǒ xié	to compromise, to reach terms, a compromise,
6	椭圆	tuǒ yuán	oval, ellipse, elliptic,
6	唾沫	tuò mo	spittle, saliva,
6	挖掘	wā jué	to excavate, to dig, to unearth,
6	娃娃	wá wa	baby, small child, doll,
6	瓦解	wǎ jiě	to collapse, to disintegrate, to crumble,
6	哇	wa	"replaces 啊 when following the vowel ""u"" or ""ao"","
6	歪曲	wāi qū	to distort, to misrepresent,
6	外表	wài biǎo	external, outside, outward appearance,
6	外行	wài háng	layman, amateur,
6	外界	wài jiè	the outside world, external,
6	外向	wài xiàng	outward-looking, extrovert, extroverted (personality), export-oriented (economy),
6	丸	wán	pill,
6	完备	wán bèi	faultless, complete, perfect, to leave nothing to be desired,
6	完毕	wán bì	to finish, to end, to complete,
6	玩弄	wán nòng	to play with, to toy with, to dally with, to engage in, to resort to,
6	玩意儿	wán yì r	erhua variant of 玩意[wán yì],
6	顽固	wán gù	stubborn, obstinate,
6	顽强	wán qiáng	tenacious, hard to defeat,
6	挽回	wǎn huí	to retrieve, to redeem,
6	挽救	wǎn jiù	to save, to remedy, to rescue,
6	惋惜	wǎn xī	to feel sorry for a person over sth that should have happened,
6	万分	wàn fēn	very much, extremely, one ten thousandth part,
6	往常	wǎng cháng	habitually (in the past), as one used to do formerly, as it used to be,
6	往事	wǎng shì	past events, former happenings,
6	网络	wǎng luò	network (computing, telecommunications, transport etc),
6	妄想	wàng xiǎng	to attempt vainly, a vain attempt,
6	微不足道	wēi bù zú dào	negligible, insignificant,
6	微观	wēi guān	micro-, sub-atomic,
6	威风	wēi fēng	might, awe-inspiring authority, impressive,
6	威力	wēi lì	might, formidable power,
6	威望	wēi wàng	prestige,
6	威信	wēi xìn	prestige, reputation, trust, credit with the people,
6	危机	wēi jī	crisis, CL:個|个[gè],
6	违背	wéi bèi	to violate, to be contrary to,
6	维持	wéi chí	to keep, to maintain, to preserve,
6	维生素	wéi shēng sù	vitamin,
6	维修	wéi xiū	maintenance (of equipment), to protect and maintain,
6	唯独	wéi dú	only, just (i.e. it is only that...), all except, unique,
6	为难	wéi nán	to feel embarrassed or awkward, to make things difficult (for someone), to find things difficult (to do or manage),
6	为期	wéi qī	(to be done) by (a certain date), lasting (a certain time),
6	为首	wéi shǒu	head, be headed by,
6	委员	wěi yuán	committee member, committee, council, CL:個|个[gè],
6	伪造	wěi zào	to forge, to fake, to counterfeit,
6	胃口	wèi kǒu	appetite,
6	位于	wèi yú	to be located at, to be situated at, to lie,
6	未免	wèi miǎn	unavoidable, a bit too much, over the top (you exaggerate),
6	畏惧	wèi jù	to fear, to dread, foreboding,
6	卫星	wèi xīng	(space) satellite, CL:顆|颗[kē],
6	慰问	wèi wèn	to express sympathy, greetings, consolation etc,
6	温带	wēn dài	temperate zone,
6	温和	wēn hé	mild, gentle, moderate,
6	文凭	wén píng	diploma,
6	文物	wén wù	cultural relic, historical relic, CL:件,個|个[gè],
6	文献	wén xiàn	document,
6	文雅	wén yǎ	elegant, refined,
6	文艺	wén yì	literature and art,
6	问世	wèn shì	to be published, to come out,
6	窝	wō	nest, pit or hollow on the human body, lair, den, place, to harbor or shelter, to hold in check, to bend, classifier for litters and broods,
6	乌黑	wū hēi	jet-black, dark,
6	污蔑	wū miè	to slander, to smear, to tarnish,
6	诬陷	wū xiàn	to entrap, to frame, to plant false evidence against sb,
6	无比	wú bǐ	incomparable, matchless,
6	无偿	wú cháng	free, no charge, at no cost,
6	无耻	wú chǐ	without any sense of shame, unembarrassed, shameless,
6	无从	wú cóng	not to have access, beyond one's authority or capability, sth one has no way of doing,
6	无动于衷	wú dòng yú zhōng	aloof, indifferent, unconcerned,
6	无非	wú fēi	only, nothing else,
6	无精打采	wú jīng dǎ cǎi	dispirited and downcast (idiom); listless, in low spirits, washed out,
6	无可奉告	wú kě fèng gào	"(idiom) ""no comment"","
6	无可奈何	wú kě nài hé	have no way out, have no alternative, abbr. to 無奈|无奈[wú nài],
6	无赖	wú lài	hoodlum, rascal, rogue, rascally, scoundrelly,
6	无理取闹	wú lǐ qǔ nào	to make trouble without reason (idiom); to be deliberately provocative,
6	无能为力	wú néng wéi lì	impotent (idiom), powerless, helpless,
6	无穷无尽	wú qióng wú jìn	vast and limitless (idiom); endless span of time, no vestige of a beginning, no prospect of an end,
6	无微不至	wú wēi bù zhì	in every possible way (idiom); meticulous,
6	无忧无虑	wú yōu wú lǜ	carefree and without worries (idiom),
6	无知	wú zhī	ignorant, ignorance,
6	舞蹈	wǔ dǎo	dance,
6	武侠	wǔ xiá	martial arts chivalry (Chinese literary, theatrical and cinema genre), knight-errant,
6	武装	wǔ zhuāng	arms, equipment, to arm, military, armed (forces),
6	侮辱	wǔ rǔ	to insult, to humiliate, dishonor,
6	勿	wù	do not,
6	务必	wù bì	must, to need to, to be sure to,
6	务实	wù shí	pragmatic, dealing with concrete issues,
6	误差	wù chā	difference, error, inaccuracy,
6	误解	wù jiě	to misunderstand, to misread, misunderstanding,
6	物美价廉	wù měi jià lián	good quality and cheap, a bargain,
6	物资	wù zī	goods, supplies,
6	溪	xī	variant of 溪, creek, rivulet,
6	膝盖	xī gài	knee,
6	熄灭	xī miè	to stop burning, to go out (of fire), to die out, extinguished,
6	吸取	xī qǔ	to absorb, to draw (a lesson, insight etc), to assimilate,
6	昔日	xī rì	formerly, in olden days,
6	牺牲	xī shēng	to sacrifice oneself, to lay down one's life, to do sth at the expense of, beast slaughtered for sacrifice, sacrifice, CL:個|个[gè],
6	夕阳	xī yáng	sunset, the setting sun,
6	媳妇	xí fù	daughter-in-law, wife (of a younger man), young married woman, young woman,
6	习俗	xí sú	custom, tradition, local tradition, convention,
6	袭击	xí jī	attack (esp. surprise attack), raid, to attack,
6	喜闻乐见	xǐ wén lè jiàn	a delight to see (idiom); an attractive spectacle,
6	喜悦	xǐ yuè	happy, joyous,
6	系列	xì liè	series,
6	细胞	xì bāo	cell (biology),
6	细菌	xì jūn	bacterium, germ,
6	细致	xì zhì	delicate, fine, careful, meticulous, painstaking,
6	霞	xiá	red clouds,
6	狭隘	xiá ài	narrow, tight, narrow minded, lacking in experience,
6	狭窄	xiá zhǎi	narrow,
6	峡谷	xiá gǔ	canyon, gill, ravine,
6	夏令营	xià lìng yíng	summer camp,
6	下属	xià shǔ	subordinate, underling,
6	先进	xiān jìn	advanced (technology), to advance,
6	先前	xiān qián	before, previously,
6	鲜明	xiān míng	bright, clear-cut, distinct,
6	掀起	xiān qǐ	to lift, to raise in height, to begin, upsurge, to set off (a campaign),
6	纤维	xiān wéi	fiber, CL:種|种[zhǒng],
6	弦	xián	bow string, string of musical instrument, watchspring, chord (segment of curve), hypotenuse, CL:根[gēn],
6	嫌	xián	to dislike, suspicion, resentment, enmity, abbr. for 嫌犯, criminal suspect,
6	嫌疑	xián yí	suspicion, (be) suspected (of),
6	闲话	xián huà	digression, gossip, complaint, scandal, CL:段[duàn],
6	贤惠	xián huì	chaste, virtuous,
6	衔接	xián jiē	to join together, to combine,
6	显著	xiǎn zhù	outstanding, notable, remarkable, statistically significant,
6	现场	xiàn chǎng	lit. actual location, the scene (of the incident), on-the-spot,
6	现成	xiàn chéng	ready-made, readily available,
6	现状	xiàn zhuàng	current situation,
6	宪法	xiàn fǎ	constitution (of a country), CL:部[bù],
6	陷害	xiàn hài	to entrap, to set up, to frame (up), to make false charges against,
6	陷入	xiàn rù	to sink into, to get caught up in, to land in (a predicament),
6	馅儿	xiàn r	erhua variant of 餡|馅, stuffing, filling, e.g. in 包子 or 饺子[jiǎo zi],
6	线索	xiàn suǒ	trail, clues, thread (of a story),
6	相差	xiāng chà	to differ, discrepancy between,
6	相等	xiāng děng	equal, equally, equivalent,
6	相辅相成	xiāng fǔ xiāng chéng	to complement one another (idiom),
6	相应	xiāng yìng	to correspond, answering (one another), to agree (among the part), corresponding, relevant, appropriate, (modify) accordingly,
6	镶嵌	xiāng qiàn	to inlay, to embed, to set (e.g. a jewel in a ring), tiling, tesselation,
6	乡镇	xiāng zhèn	village, township,
6	想方设法	xiǎng fāng shè fǎ	to think up every possible method (idiom); to devise ways and means, to try this, that and the other,
6	响亮	xiǎng liàng	loud and clear, resounding,
6	响应	xiǎng yìng	respond to, answer, CL:個|个[gè],
6	巷	xiàng	lane, alley,
6	向导	xiàng dǎo	guide,
6	向来	xiàng lái	always (previously),
6	向往	xiàng wǎng	to yearn for, to look forward to,
6	消除	xiāo chú	to eliminate, to remove,
6	消毒	xiāo dú	to disinfect, to sterilize,
6	消防	xiāo fáng	fire-fighting, fire control,
6	消耗	xiāo hào	to use up, to consume,
6	消极	xiāo jí	negative, passive, inactive,
6	销毁	xiāo huǐ	to destroy (by melting or burning), to obliterate,
6	小心翼翼	xiǎo xīn yì yì	cautious and solemn (idiom); very carefully, prudent, gently and cautiously,
6	效益	xiào yì	benefit, effectiveness, efficiency,
6	肖像	xiào xiàng	portrait,
6	携带	xié dài	to carry (on one's person), to support (old), Taiwan pr. [xī dài],
6	协会	xié huì	an association, a society, CL:個|个,家[jiā],
6	协商	xié shāng	to consult with, to talk things over, agreement,
6	协议	xié yì	agreement, pact, protocol, CL:項|项[xiàng],
6	协助	xié zhù	to provide assistance, to aid,
6	写作	xiě zuò	writing, written works,
6	屑	xiè	bits, fragments, crumbs, filings, trifling, trivial, to condescend to,
6	谢绝	xiè jué	to refuse politely,
6	泄露	xiè lù	to leak (information), to divulge,
6	泄气	xiè qì	to leak (gas), to be discouraged, to despair, (disparaging) pathetic, to vent one's anger, (of a tire) to be flat,
6	新陈代谢	xīn chén dài xiè	metabolism (biology), the new replaces the old (idiom),
6	新郎	xīn láng	bridegroom, groom,
6	新娘	xīn niáng	bride,
6	新颖	xīn yǐng	lit. new bud, fig. new and original,
6	心得	xīn dé	knowledge gained, CL:個|个[gè],
6	心灵	xīn líng	bright, smart, quick-witted, heart, thoughts, spirit,
6	心态	xīn tài	attitude (of the heart), state of one's psyche, way of thinking, mentality,
6	心疼	xīn téng	to love dearly, the pain of love,
6	心血	xīn xuè	heart's blood, expenditure (for some project), meticulous care,
6	心眼儿	xīn yǎn r	one's thoughts, mind, intention, willingness to accept new ideas, baseless suspicions,
6	辛勤	xīn qín	hardworking, industrious,
6	欣慰	xīn wèi	to be gratified,
6	欣欣向荣	xīn xīn xiàng róng	luxuriant growth (idiom); flourishing, thriving,
6	薪水	xīn shuǐ	salary, wage,
6	信赖	xìn lài	to trust, to have confidence in, to have faith in, to rely on,
6	信念	xìn niàn	faith, belief, conviction,
6	信仰	xìn yǎng	to believe in (a religion), firm belief, conviction,
6	信誉	xìn yù	prestige, distinction, reputation, trust,
6	腥	xīng	fishy (smell),
6	兴隆	xīng lóng	prosperous, thriving, flourishing,
6	兴旺	xīng wàng	prosperous, thriving, to prosper, to flourish,
6	行政	xíng zhèng	administrative, executive (adjective),
6	形态	xíng tài	shape, form, pattern, morphology,
6	刑事	xíng shì	criminal, penal,
6	性感	xìng gǎn	sex appeal, eroticism, sexuality, sexy,
6	性命	xìng mìng	life,
6	性能	xìng néng	function, performance,
6	性情	xìng qíng	nature, temperament,
6	幸好	xìng hǎo	fortunately,
