level	word	pinyin	eng
5	必然	bì rán	inevitable, certain, necessity,
5	必需	bì xū	to need, to require, essential, indispensable,
5	必要	bì yào	necessary, essential, indispensable, required,
5	毕竟	bì jìng	after all, all in all, when all is said and done, in the final analysis,
5	避免	bì miǎn	to avert, to prevent, to avoid, to refrain from,
5	鞭炮	biān pào	firecrackers, a string of small firecrackers, CL:枚[méi],
5	编辑	biān jí	to edit, to compile, editor, compiler,
5	便	biàn	ordinary, plain, convenient, as convenient, when the chance arises, handy, easy, informal, simple, so, thus, to relieve oneself, to urinate, to defecate, equivalent to 就: then, in that case, even if, soon afterwards,
5	辩论	biàn lùn	debate, argument, to argue over, CL:場|场,次[cì],
5	标点	biāo diǎn	punctuation, a punctuation mark, to punctuate, CL:個|个[gè],
5	标志	biāo zhì	sign, mark, symbol, to symbolize, to indicate, to mark,
5	表面	biǎo miàn	surface, face, outside, appearance,
5	表明	biǎo míng	to make clear, to make known, to state clearly, to indicate, known,
5	表情	biǎo qíng	(facial) expression, to express one's feelings, expression,
5	表现	biǎo xiàn	to show, to show off, to display, to manifest, expression, manifestation, show, display, performance (at work etc), behavior,
5	丙	bǐng	"third of 10 heavenly stems 十天干, third in order, letter ""C"" or roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc, propyl,"
5	病毒	bìng dú	virus,
5	玻璃	bō li	glass, nylon, plastic, CL:張|张,塊|块[kuài],
5	博物馆	bó wù guǎn	museum,
5	脖子	bó zi	neck, CL:個|个[gè],
5	不必	bù bì	need not, does not have to, not necessarily,
5	不断	bù duàn	unceasing, uninterrupted, continuous, constant,
5	不见得	bù jiàn de	not necessarily, not likely,
5	不耐烦	bù nài fán	impatience, impatient,
5	不要紧	bù yào jǐn	unimportant, not serious, it doesn't matter, never mind, it looks all right, but,
5	补充	bǔ chōng	to replenish, to supplement, to complement, additional, supplementary, CL:個|个[gè],
5	不安	bù ān	unpeaceful, unstable, uneasy, disturbed, restless, worried,
5	不得了	bù dé liǎo	desperately serious, disastrous, extremely, exceedingly,
5	不好意思	bù hǎo yì si	to feel embarrassed, to find it embarrassing, to be sorry (for inconveniencing sb),
5	不免	bù miǎn	inevitably,
5	不然	bù rán	not so, no, or else, otherwise, if not,
5	不如	bù rú	not equal to, not as good as, inferior to, it would be better to,
5	不足	bù zú	insufficient, lacking, deficiency, not enough, inadequate, not worth, cannot, should not,
5	布	bù	cloth, to declare, to announce, to spread, to make known,
5	步骤	bù zhòu	procedure, step,
5	部门	bù mén	department, branch, section, division, CL:個|个[gè],
5	财产	cái chǎn	property, CL:筆|笔[bǐ],
5	踩	cǎi	to step on, to tread, to stamp, to press a pedal, to pedal (a bike),
5	采访	cǎi fǎng	to interview, to gather news, to hunt for and collect, to cover,
5	采取	cǎi qǔ	to adopt or carry out (measures, policies, course of action), to take,
5	彩虹	cǎi hóng	rainbow,
5	参考	cān kǎo	consultation, reference, to consult, to refer,
5	参与	cān yù	to participate (in sth),
5	餐厅	cān tīng	dining hall, dining room, restaurant, CL:間|间,家[jiā],
5	残疾	cán jí	disabled, handicapped, deformity on a person or animal,
5	惭愧	cán kuì	ashamed,
5	操场	cāo chǎng	playground, sports field, drill ground, CL:個|个[gè],
5	操心	cāo xīn	to worry about,
5	册	cè	book, booklet, classifier for books,
5	测验	cè yàn	test, to test, CL:次,個|个[gè],
5	厕所	cè suǒ	toilet, lavatory, CL:間|间,處|处[chù],
5	曾经	céng jīng	once, already, former, previously, ever, (past tense marker used before verb or clause),
5	插	chā	to insert, stick in, pierce, to take part in, to interfere, to interpose,
5	差别	chā bié	difference, distinction, diversity, disparity,
5	叉子	chā zi	fork, CL:把[bǎ],
5	拆	chāi	to tear open, to tear down, to tear apart, to open,
5	产品	chǎn pǐn	goods, merchandise, product, CL:個|个[gè],
5	产生	chǎn shēng	to arise, to come into being, to come about, to give rise to, to bring into being, to bring about, to produce, to engender, to generate, to appear, appearance, emergence, generation, production, yield,
5	长途	cháng tú	long distance,
5	常识	cháng shí	common sense, general knowledge, CL:門|门[mén],
5	抄	chāo	to make a copy, to plagiarize, to search and seize, to raid, to grab, to go off with, to take a shortcut, to make a turning move, to fold one's arms,
5	朝	cháo	imperial or royal court, government, dynasty, reign of a sovereign or emperor, court or assembly held by a sovereign or emperor, to make a pilgrimage to, facing, towards,
5	朝代	cháo dài	dynasty, reign (of a king),
5	炒	chǎo	to sauté, to stir-fry, to speculate, to hype, to fire (sb),
5	吵架	chǎo jià	to quarrel, to have a row, quarrel, CL:頓|顿[dùn],
5	车库	chē kù	garage,
5	车厢	chē xiāng	carriage, CL:節|节[jié],
5	彻底	chè dǐ	thorough, thoroughly, complete,
5	沉默	chén mò	taciturn, uncommunicative, silent,
5	趁	chèn	to avail oneself of, to take advantage of,
5	称	chēng	to weigh, to state, to name, name, appellation, to praise,
5	称呼	chēng hu	to call, to address as, appellation,
5	称赞	chēng zàn	to praise, to acclaim, to commend, to compliment,
5	乘	chéng	to ride, to mount, to make use of, to avail oneself of, to take advantage of, to multiply (mathematics), Buddhist sect or creed,
5	承担	chéng dān	to undertake, to assume (responsibility etc),
5	承认	chéng rèn	to admit, to concede, to recognize, recognition (diplomatic, artistic etc), to acknowledge,
5	承受	chéng shòu	to bear, to support, to inherit,
5	成分	chéng fèn	composition, make-up, ingredient, element, component, one's social status, CL:個|个[gè],
5	成果	chéng guǒ	result, achievement, gain, profit, CL:個|个[gè],
5	成就	chéng jiù	accomplishment, success, attain a result, achievement, CL:個|个[gè],
5	成立	chéng lì	to establish, to set up, to be tenable, to hold water,
5	成语	chéng yǔ	Chinese set expression, often made up of 4 characters or two couplets of 4 characters each, often alluding to a story or historical quotation, idiom; proverb; saying; adage; set expression, CL:條|条,本,句[jù],
5	成长	chéng zhǎng	to mature, to grow, growth,
5	程度	chéng dù	degree (level or extent), level, CL:個|个[gè],
5	程序	chéng xù	procedures, sequence, order, computer program,
5	诚恳	chéng kěn	sincere, honest, cordial,
5	吃亏	chī kuī	to suffer losses, to come to grief, to lose out, to get the worst of it, to be at a disadvantage, unfortunately,
5	持续	chí xù	to continue, to persist, sustainable, preservation,
5	池子	chí zi	pond, CL:個|个[gè],
5	尺子	chǐ zi	rule, ruler (measuring instrument), CL:把[bǎ],
5	翅膀	chì bǎng	wing, CL:個|个,對|对[duì],
5	冲	chōng	thoroughfare, to go straight ahead, to rush, to clash,
5	充电器	chōng diàn qì	battery charger,
5	充分	chōng fèn	ample, sufficient, adequate, full, fully, to the full,
5	充满	chōng mǎn	full of, brimming with, very full, permeated,
5	重复	chóng fù	to repeat, to duplicate, CL:個|个[gè],
5	宠物	chǒng wù	house pet,
5	抽屉	chōu ti	drawer,
5	抽象	chōu xiàng	abstract, abstraction, CL:種|种[zhǒng],
5	丑	chǒu	shameful, ugly, disgraceful,
5	臭	chòu	stench, stink, smelly, to smell (bad),
5	出版	chū bǎn	to publish, to come off the press, to put out,
5	出口	chū kǒu	an exit, CL:個|个[gè], to speak, to export, (of a ship) to leave port,
5	出色	chū sè	remarkable, outstanding,
5	出席	chū xí	to attend, to participate, present,
5	初级	chū jí	junior, primary,
5	除	chú	to get rid of, to remove, to exclude, to eliminate, to wipe out, to divide, except, not including,
5	除非	chú fēi	only if (..., or otherwise, ...), only when, only in the case that, unless,
5	除夕	chú xī	(New Year's) Eve,
5	处理	chǔ lǐ	to handle, to treat, to deal with, to process, CL:個|个[gè],
5	传播	chuán bō	to disseminate, to propagate, to spread,
5	传递	chuán dì	to transmit, to pass on to sb else,
5	传染	chuán rǎn	to infect, contagious,
5	传说	chuán shuō	legend, folklore, tradition, it is said, they say that...,
5	传统	chuán tǒng	tradition, traditional, convention, conventional, CL:個|个[gè],
5	窗帘	chuāng lián	window curtains,
5	闯	chuǎng	to rush, to charge, to dash, to break through, to temper oneself (through battling hardships),
5	创造	chuàng zào	to create, to bring about, to produce, to set (a record),
5	吹	chuī	to blow, to play a wind instrument, to blast, to puff, to boast, to brag, to end in failure, to fall through,
5	磁带	cí dài	magnetic tape, CL:盤|盘,盒[hé],
5	辞职	cí zhí	to resign,
5	此外	cǐ wài	besides, in addition, moreover, furthermore,
5	刺激	cì jī	to provoke, to irritate, to upset, to stimulate, to excite, irritant,
5	次要	cì yào	secondary,
5	匆忙	cōng máng	hasty, hurried,
5	从此	cóng cǐ	from now on, since then, henceforth,
5	从而	cóng ér	thus, thereby,
5	从前	cóng qián	previously, formerly, once upon a time,
5	从事	cóng shì	to go for, to engage in, to undertake, to deal with, to handle, to do,
5	醋	cù	vinegar,
5	促进	cù jìn	to promote (an idea or cause), to advance, boost,
5	促使	cù shǐ	to induce, to promote, to urge, to impel, to bring about, to provoke, to drive (sb to do sth), to catalyze, to actuate, to contribute to (some development),
5	催	cuī	to urge, to press, to prompt, to rush sb, to hasten sth, to expedite,
5	存	cún	to exist, to deposit, to store, to keep, to survive,
5	存在	cún zài	to exist, to be, existence,
5	错误	cuò wù	error, mistake, CL:個|个[gè], mistaken, false, wrong,
5	措施	cuò shī	measure, step, CL:個|个[gè],
5	答应	dā ying	to promise, to agree, to reply, to respond,
5	达到	dá dào	to reach, to achieve, to attain,
5	打工	dǎ gōng	to work a temporary or casual job, (of students) to have a job outside of class time, or during vacation,
5	打交道	dǎ jiāo dào	to come into contact with, to have dealings,
5	打喷嚏	dǎ pēn tì	to sneeze,
5	打听	dǎ ting	to ask about, to inquire about,
5	打招呼	dǎ zhāo hu	to greet sb by word or action, to give prior notice,
5	大方	dà fang	generous, magnanimous, stylish, in good taste, easy-mannered, natural and relaxed,
5	大象	dà xiàng	elephant, CL:隻|只[zhī],
5	大型	dà xíng	large, large-scale,
5	呆	dāi	foolish, stupid, expressionless, blank, to stay,
5	贷款	dài kuǎn	a loan, to provide a loan (e.g. bank), CL:筆|笔[bǐ],
5	待遇	dài yù	treatment, pay, wages, status, salary,
5	担任	dān rèn	to hold a governmental office or post, to assume office of, to take charge of, to serve as,
5	单纯	dān chún	simple, pure, alone, merely,
5	单调	dān diào	monotonous,
5	单独	dān dú	alone, by oneself, on one's own,
5	单位	dān wèi	a unit, unit (of measure), work unit (one's workplace), CL:個|个[gè],
5	单元	dān yuán	unit, entrance number, staircase (for residential buildings),
5	耽误	dān wu	to delay, to hold up, to waste time, to interfere with,
5	胆小鬼	dǎn xiǎo guǐ	coward,
5	淡	dàn	insipid, diluted, weak, mild, light in color, tasteless, fresh, indifferent, nitrogen,
5	当代	dāng dài	the present age, the contemporary era,
5	挡	dǎng	to resist, to obstruct, to hinder, to keep off, to block (a blow), to get in the way of, cover, gear,
5	岛	dǎo	island, CL:個|个,座[zuò],
5	倒霉	dǎo méi	to have bad luck, to be out of luck,
5	导演	dǎo yǎn	to direct, director (film etc),
5	导致	dǎo zhì	to lead to, to create, to cause, to bring about,
5	倒	dào	to place upside down, to invert, to pour, to throw out, to move backwards, however, actually, as a matter of fact, contrary to expectation,
5	到达	dào dá	to reach, to arrive,
5	道德	dào dé	virtue, morality, ethics, CL:種|种[zhǒng],
5	道理	dào li	reason, argument, sense, principle, basis, justification, CL:個|个[gè],
5	登机牌	dēng jī pái	boarding pass,
5	登记	dēng jì	to register (one's name),
5	等待	děng dài	to wait, to wait for,
5	等候	děng hòu	to wait, to wait for,
5	等于	děng yú	to equal, to be tantamount to,
5	滴	dī	a drop, to drip,
5	的确	dí què	really, indeed,
5	敌人	dí rén	enemy, CL:個|个[gè],
5	递	dì	to hand over, to pass on sth, to gradually increase or decrease, progressively,
5	地道	dì dao	authentic, genuine, typical, from a place known for the product, thorough, conscientious,
5	地理	dì lǐ	geography,
5	地区	dì qū	local, regional, district (not necessarily formal administrative unit), region, area, as suffix to city name, means prefecture or county (area administered by a prefecture level city or county level city), CL:個|个[gè],
5	地毯	dì tǎn	carpet, rug,
5	地位	dì wèi	position, status, place, CL:個|个[gè],
5	地震	dì zhèn	earthquake,
5	点头	diǎn tóu	to nod,
5	点心	diǎn xin	light refreshments, pastry, dimsum (in Cantonese cooking), dessert,
5	电池	diàn chí	battery, CL:節|节,組|组[zǔ],
5	电台	diàn tái	transmitter-receiver, broadcasting station, radio station, CL:個|个,家[jiā],
5	钓	diào	to fish with a hook and bait,
5	丁	dīng	"fourth of 10 heavenly stems 十天干, fourth in order, letter ""D"" or roman ""IV"" in list ""A, B, C"", or ""I, II, III"" etc, butyl, cubes (of food),"
5	顶	dǐng	"apex, crown of the head, top, roof, to carry on the head, to push to the top, to go against, most, to replace, to substitute, classifier for headwear, hats, veils etc, to ""bump"" a forum thread to raise its profile (internet slang),"
5	冻	dòng	to freeze, to feel very cold, aspic or jelly,
5	洞	dòng	cave, hole, zero (unambiguous spoken form when spelling out numbers), CL:個|个[gè],
5	动画片	dòng huà piàn	animated film,
5	逗	dòu	to stay, to stop, to pause (while reading), to tease (play with),
5	豆腐	dòu fu	tofu, bean curd,
5	独立	dú lì	independent, independence, to stand alone,
5	独特	dú tè	unique, distinct, having special characteristics,
5	度过	dù guò	to pass, to spend (time), to survive, to get through,
5	短信	duǎn xìn	text message, SMS,
5	堆	duī	to pile up, to heap up, a mass, pile, heap, stack, large amount,
5	对比	duì bǐ	to contrast, contrast, ratio, CL:個|个[gè],
5	对待	duì dài	to treat, treatment,
5	对方	duì fāng	counterpart, other person involved, opposite side, other side, receiving party,
5	对手	duì shǒu	opponent, adversary, match,
5	对象	duì xiàng	target, object, partner, boyfriend, girlfriend, CL:個|个[gè],
5	对于	duì yú	regarding, as far as sth is concerned, with regards to,
5	吨	dūn	ton, Taiwan pr. [dùn],
5	蹲	dūn	to crouch, to squat,
5	多亏	duō kuī	thanks to, luckily,
5	多余	duō yú	superfluous, unnecessary, surplus,
5	躲藏	duǒ cáng	to hide oneself,
5	恶劣	è liè	vile, nasty, of very poor quality,
5	发表	fā biǎo	to issue, to publish,
5	发愁	fā chóu	to worry, to fret, to be anxious, to become sad,
5	发达	fā dá	developed (country etc), flourishing, to develop,
5	发抖	fā dǒu	to tremble, to shake, to shiver,
5	发挥	fā huī	to display, to exhibit, to bring out implicit or innate qualities, to express (a thought or moral), to develop (an idea), to elaborate (on a theme),
5	发明	fā míng	to invent, invention, CL:個|个[gè],
5	发票	fā piào	invoice, receipt or bill for purchase,
5	发言	fā yán	to make a speech, statement, utterance, CL:個|个[gè],
5	罚款	fá kuǎn	(impose a) fine, penalty, fine (monetary),
5	法院	fǎ yuàn	court of law, court,
5	翻	fān	to turn over, to flip over, to overturn, to rummage through, to translate, to decode, to double, to climb over or into, to cross,
5	繁荣	fán róng	prosperous, booming (economy),
5	凡是	fán shì	each and every, every, all, any,
5	反而	fǎn ér	instead, on the contrary, contrary (to expectations),
5	反复	fǎn fù	repeatedly, over and over,
5	反应	fǎn yìng	to react, to respond, reaction, response, reply, chemical reaction, CL:個|个[gè],
5	反正	fǎn zhèng	anyway, in any case, to come over from the enemy's side,
5	方	fāng	square, power or involution (mathematics), upright, honest, fair and square, direction, side, party (to a contract, dispute etc), place, method, prescription (medicine), just when, only or just, classifier for square things, abbr. for square or cubic meter,
5	方案	fāng àn	plan, program (for action etc), proposal, proposed bill, CL:個|个,套[tào],
5	方式	fāng shì	way (of life), pattern, style, mode, manner, CL:個|个[gè],
5	妨碍	fáng ài	to hinder, to obstruct,
5	房东	fáng dōng	landlord,
5	仿佛	fǎng fú	to seem, as if, alike, similar,
5	放松	fàng sōng	to loosen, to relax,
5	非	fēi	to not be, not, wrong, incorrect, non-, un-, in-, to reproach or blame, (colloquial) to insist on, simply must,
5	肥皂	féi zào	soap, CL:塊|块,條|条[tiáo],
5	肺	fèi	lung, CL:個|个[gè],
5	废话	fèi huà	nonsense, rubbish, superfluous words, You don't say!, No kidding! (gently sarcastic),
5	费用	fèi yòng	cost, expenditure, expense, CL:筆|笔,個|个[gè],
5	分别	fēn bié	to part or leave each other, to distinguish, difference, in different ways, differently, separately or individually,
5	分布	fēn bù	distributed, to distribute,
5	分配	fēn pèi	to distribute, to assign, to allocate, to partition (a hard drive),
5	分析	fēn xī	to analyze, analysis, CL:個|个[gè],
5	纷纷	fēn fēn	one after another, in succession, one by one, continuously, diverse, in profusion, numerous and confused, pell-mell,
5	奋斗	fèn dòu	to strive, to struggle,
5	愤怒	fèn nù	angry, indignant, wrath, ire,
5	风格	fēng gé	style,
5	风俗	fēng sú	social custom, CL:個|个[gè],
5	风险	fēng xiǎn	risk, hazard,
5	疯狂	fēng kuáng	madness, extreme popularity,
5	讽刺	fěng cì	to satirize, to mock, irony, satire, sarcasm,
5	否定	fǒu dìng	to negate, to deny, to reject, negative (answer), negation,
5	否认	fǒu rèn	to declare to be untrue, to deny,
5	扶	fú	to support with the hand, to help sb up, to support oneself by holding onto something, to help,
5	幅	fú	width, roll, classifier for textiles or pictures,
5	服从	fú cóng	to obey (an order), to comply, to defer,
5	服装	fú zhuāng	dress, clothing, costume, clothes, CL:身[shēn],
5	辅导	fǔ dǎo	to coach, to tutor, to give advice (in study),
5	复制	fù zhì	to duplicate, to make a copy of, to copy, to reproduce, to clone,
5	付款	fù kuǎn	to pay a sum of money, payment,
5	妇女	fù nǚ	woman,
5	改革	gǎi gé	reform, CL:次,種|种,項|项[xiàng], to reform,
5	改进	gǎi jìn	to improve, to make better, CL:個|个[gè],
5	改善	gǎi shàn	to make better, to improve, CL:個|个[gè],
5	改正	gǎi zhèng	to correct, to amend, to put right, correction, CL:個|个[gè],
5	盖	gài	lid, top, cover, canopy, to cover, to conceal, to build,
5	概括	gài kuò	to summarize, to generalize, briefly, CL:個|个[gè],
5	概念	gài niàn	concept, idea, CL:個|个[gè],
5	干脆	gān cuì	straightforward, clear-cut, blunt (e.g. statement), you might as well, simply,
5	感激	gǎn jī	to be grateful, to appreciate, thankful,
5	感受	gǎn shòu	to sense, perception, to feel (through the senses), a feeling, an impression, an experience,
5	感想	gǎn xiǎng	impressions, reflections, thoughts, CL:通,個|个[gè],
5	赶紧	gǎn jǐn	hurriedly, without delay,
5	赶快	gǎn kuài	at once, immediately,
5	干活儿	gàn huó r	to work, manual labor,
5	钢铁	gāng tiě	steel,
5	高档	gāo dàng	superior quality, high grade, top grade,
5	高速	gāo sù	high speed,
5	搞	gǎo	to do, to make, to go in for, to set up, to get hold of, to take care of,
5	告别	gào bié	to leave, to bid farewell to, to say good-bye to,
5	胳膊	gē bo	arm, CL:隻|只,條|条,雙|双[shuāng],
5	鸽子	gē zi	pigeon, dove, various birds of the species Columbidae,
5	隔壁	gé bì	next door, neighbor,
5	格外	gé wài	especially, particularly,
5	革命	gé mìng	revolution, revolutionary (politics), CL:次[cì],
5	个别	gè bié	individual, specific, respective, just one or two,
5	个人	gè rén	individual, personal, oneself,
5	个性	gè xìng	individuality, personality,
5	各自	gè zì	each, respective, apiece,
5	根	gēn	root, basis, classifier for long slender objects, e.g. cigarettes, guitar strings, CL:條|条[tiáo], radical (chemistry),
5	根本	gēn běn	fundamental, basic, root, simply, absolutely (not), (not) at all, CL:個|个[gè],
5	更加	gèng jiā	more (than sth else), even more,
5	公布	gōng bù	to announce, to make public, to publish,
5	公开	gōng kāi	public, to publish, to make public,
5	公平	gōng píng	fair, impartial,
5	公寓	gōng yù	apartment building, block of flats, CL:套[tào],
5	公元	gōng yuán	CE (Common Era), Christian Era, AD (Anno Domini),
5	公主	gōng zhǔ	princess,
5	工厂	gōng chǎng	factory, CL:家,座[zuò],
5	工程师	gōng chéng shī	engineer, CL:個|个,位,名[míng],
5	工人	gōng rén	worker, CL:個|个,名[míng],
5	工业	gōng yè	industry,
5	功夫	gōng fu	skill, art, kung fu, labor, effort,
5	功能	gōng néng	function, capability,
5	贡献	gòng xiàn	to contribute, to dedicate, to devote, contribution, CL:個|个[gè],
5	沟通	gōu tōng	to join, to connect, to link up, to communicate,
5	构成	gòu chéng	to constitute, to form, to compose, to make up, to configure (computing),
5	姑姑	gū gu	paternal aunt, CL:個|个[gè],
5	姑娘	gū niang	girl, young woman, young lady, daughter, paternal aunt (old), CL:個|个[gè],
5	古代	gǔ dài	ancient times, olden times,
5	古典	gǔ diǎn	classical,
5	古老	gǔ lǎo	ancient, old, age-old,
5	股票	gǔ piào	share, stock (market),
5	鼓舞	gǔ wǔ	heartening (news), boost (morale), CL:個|个[gè],
5	骨头	gǔ tou	bone, CL:根,塊|块[kuài], moral character, bitterness,
5	固定	gù dìng	fixed, set, regular,
5	固体	gù tǐ	solid,
5	雇佣	gù yōng	to employ, to hire,
5	挂号	guà hào	to register (a letter etc),
5	乖	guāi	(of a child) obedient, well-behaved, clever, shrewd, alert, perverse, contrary to reason, irregular, abnormal,
5	拐弯	guǎi wān	to go round a curve, to turn a corner, fig. a new direction,
5	怪不得	guài bu de	no wonder!, so that's why!,
5	关闭	guān bì	to close, to shut,
5	关怀	guān huái	care, solicitude, to show care for, concerned about, attentive to,
5	官	guān	official, government, organ of body, CL:個|个[gè],
5	观察	guān chá	to observe, to watch, to survey, to examine, observation, view, perspective, CL:個|个[gè],
5	观点	guān diǎn	point of view, viewpoint, standpoint, CL:個|个[gè],
5	观念	guān niàn	notion, thought, concept, sense, views, ideology, general impressions,
5	管子	guǎn zi	tube, pipe, drinking straw, CL:根[gēn],
5	罐头	guàn tou	tin, can, CL:個|个[gè],
5	冠军	guàn jūn	champion, CL:個|个[gè],
5	光滑	guāng hua	glossy, sleek, smooth,
5	光临	guāng lín	(honorific) Welcome!, You honor us with your presence., It is an honor to have you.,
5	光明	guāng míng	light, illumination, radiance (esp. glory of Buddha etc), fig. bright prospects, openhearted,
5	光盘	guāng pán	compact disc, CD or DVD, CD ROM, CL:片,張|张[zhāng],
5	光荣	guāng róng	honor and glory, glorious,
5	广场	guǎng chǎng	public square, plaza,
5	广大	guǎng dà	(of an area) vast or extensive, large-scale, widespread, (of people) numerous,
5	广泛	guǎng fàn	extensive, wide range,
5	规矩	guī ju	lit. compass and set square, fig. established standard, rule, customs, practices, fig. upright and honest, well-behaved,
5	规律	guī lǜ	rule (e.g. of science), law of behavior, regular pattern, rhythm, discipline,
5	规模	guī mó	scale, scope, extent, CL:個|个[gè],
5	规则	guī zé	rule, regulation, rules and regulations,
5	柜台	guì tái	sales counter, front desk, bar, over the counter,
5	滚	gǔn	to boil, to roll, to take a hike, Get lost!,
5	锅	guō	pot, pan, boiler, CL:口,隻|只[zhī],
5	国籍	guó jí	nationality,
5	国庆节	Guó qìng jié	PRC National Day (October 1st),
5	果实	guǒ shí	fruit, gains,
5	过分	guò fèn	excessive, undue, overly,
5	过敏	guò mǐn	to be allergic, allergy,
5	过期	guò qī	to be overdue, to exceed the time limit, to expire (as in expiration date),
5	哈	hā	laughter, yawn,
5	海关	hǎi guān	customs (i.e. border crossing inspection), CL:個|个[gè],
5	海鲜	hǎi xiān	seafood,
5	喊	hǎn	to yell, to shout, to call out for (a person),
5	行业	háng yè	industry, business,
5	豪华	háo huá	luxurious,
5	好奇	hào qí	inquisitive, curious, inquisitiveness, curiosity,
5	和平	hé píng	peace,
5	何必	hé bì	there is no need, why should,
5	何况	hé kuàng	let alone, to say nothing of, besides, what's more,
5	合法	hé fǎ	lawful, legitimate, legal,
5	合理	hé lǐ	rational, reasonable, fair,
5	合同	hé tong	(business) contract, CL:個|个[gè],
5	合影	hé yǐng	joint photo, group photo,
5	合作	hé zuò	to cooperate, to collaborate, to work together, cooperation, CL:個|个[gè],
5	核心	hé xīn	core, nucleus,
5	恨	hèn	to hate, to regret,
5	横	héng	horizontal, across, (horizontal character stroke),
5	后果	hòu guǒ	consequences, aftermath,
5	忽视	hū shì	to neglect, to ignore,
5	呼吸	hū xī	to breathe,
5	壶	hú	pot, classifier for bottled liquid,
5	蝴蝶	hú dié	butterfly, CL:隻|只[zhī],
5	胡说	hú shuō	to talk nonsense, drivel,
5	胡同	hú tòng	variant of 胡同[hú tòng],
5	胡须	hú xū	beard, CL:根,綹|绺[liǔ],
5	糊涂	hú tu	muddled, silly, confused,
5	花生	huā shēng	peanut, groundnut, CL:粒[lì],
5	滑冰	huá bīng	to skate, skating,
5	划船	huá chuán	to row a boat, rowing boat, rowing (sport),
5	华裔	Huá yì	ethnic Chinese, non-Chinese citizen of Chinese ancestry,
5	化学	huà xué	chemistry, chemical,
5	话题	huà tí	subject (of a talk or conversation), topic,
5	怀念	huái niàn	to cherish the memory of, to think of, reminisce,
5	缓解	huǎn jiě	to blunt, to dull, to ease, to help relieve (a crisis), to alleviate (pain),
5	幻想	huàn xiǎng	delusion, fantasy,
5	慌张	huāng zhāng	confused, flustered,
5	黄瓜	huáng guā	cucumber, CL:條|条[tiáo],
5	黄金	huáng jīn	gold,
5	皇帝	huáng dì	emperor, CL:個|个[gè],
5	皇后	huáng hòu	empress, imperial consort,
5	灰	huī	ash, dust, lime, gray, discouraged, dejected,
5	灰尘	huī chén	dust,
5	灰心	huī xīn	to lose heart, to be discouraged,
5	挥	huī	to wave, to brandish, to wipe away, to command, to conduct, to scatter, to disperse,
5	恢复	huī fù	to reinstate, to resume, to restore, to recover, to regain, to rehabilitate,
5	汇率	huì lǜ	exchange rate,
5	婚礼	hūn lǐ	wedding ceremony, wedding,
5	婚姻	hūn yīn	matrimony, wedding, marriage, CL:次[cì],
5	活跃	huó yuè	active, vigorous,
5	火柴	huǒ chái	match (for lighting fire), CL:根,盒[hé],
5	伙伴	huǒ bàn	partner, companion, comrade,
5	基本	jī běn	basic, fundamental, main, elementary,
5	机器	jī qì	machine, CL:臺|台,部,個|个[gè],
5	激烈	jī liè	intense, acute, fierce,
5	肌肉	jī ròu	muscle, flesh,
5	及格	jí gé	to pass a test,
5	急忙	jí máng	hastily,
5	集体	jí tǐ	collective, social, team, CL:個|个[gè],
5	集中	jí zhōng	to concentrate, to centralize, to focus, centralized, concentrated, to put together,
5	记录	jì lù	to record, record (written account), record (in sports etc), CL:個|个[gè],
5	记忆	jì yì	to remember, to recall, memory, CL:個|个[gè],
5	计算	jì suàn	to count, to calculate, to compute, CL:個|个[gè],
5	寂寞	jì mò	lonely, lonesome, quiet, silent,
5	系领带	jì lǐng dài	to tie one's necktie,
5	纪录	jì lù	record,
5	纪律	jì lǜ	discipline,
5	纪念	jì niàn	to commemorate, to remember, CL:個|个[gè],
5	家庭	jiā tíng	family, household, CL:戶|户,個|个[gè],
5	家务	jiā wù	household duties, housework,
5	家乡	jiā xiāng	hometown, native place, CL:個|个[gè],
5	嘉宾	jiā bīn	esteemed guest, honored guest, guest (on a show),
5	夹子	jiā zi	clip, clamp, tongs, folder, wallet,
5	甲	jiǎ	first of the ten heavenly stems 十天干[shí tiān gān], (used for an unspecified person or thing), first (in a list, as a party to a contract etc), armor plating, shell or carapace, (of the fingers or toes) nail, bladed leather or metal armor (old), ranking system used in the Imperial examinations (old), civil administration unit (old),
5	假如	jiǎ rú	if,
5	假装	jiǎ zhuāng	to feign, to pretend,
5	嫁	jià	(of a woman) to marry, to marry off a daughter, to shift (blame etc),
5	价值	jià zhí	value, worth, fig. values (ethical, cultural etc), CL:個|个[gè],
5	驾驶	jià shǐ	to pilot (ship, airplane etc), to drive,
5	煎	jiān	to pan fry, to sauté,
5	肩膀	jiān bǎng	shoulder,
5	坚决	jiān jué	firm, resolute, determined,
5	坚强	jiān qiáng	staunch, strong,
5	尖锐	jiān ruì	sharp, intense, penetrating, pointed, acute (illness),
5	艰巨	jiān jù	arduous, terrible (task), very difficult, formidable,
5	艰苦	jiān kǔ	difficult, hard, arduous,
5	捡	jiǎn	to pick up, to collect, to gather,
5	剪刀	jiǎn dāo	scissors, CL:把[bǎ],
5	简历	jiǎn lì	Curriculum Vitae (CV), résumé (resume), biographical notes,
5	简直	jiǎn zhí	simply, at all, practically,
5	健身房	jiàn shēn fáng	gym, gymnasium,
5	建立	jiàn lì	to establish, to set up, to found,
5	建设	jiàn shè	to build, to construct, construction, constructive,
