simplified	traditional	pinyin	eng	level
得	得	dei3	structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc,	2
得	得	de2	structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc,	2
得	得	de5	structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc,	2
得	得	dei3	structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc,	2
得	得	de2	to have to, must, ought to, to need to,	2
得	得	de5	to have to, must, ought to, to need to,	2
得	得	dei3	to have to, must, ought to, to need to,	2
得	得	de2	to have to, must, ought to, to need to,	2
得	得	de5	to have to, must, ought to, to need to,	2
得	得	dei3	to have to, must, ought to, to need to,	2
弟弟	弟弟	di4 di5	younger brother, CL:個|个,位[wèi],	2
第一	第一	di4 yi1	first, number one,	2
懂	懂	dong3	to understand, to know,	2
房间	房間	fang2 jian1	room, CL:間|间[jiān],	2
非常	非常	fei1 chang2	unusual, extraordinary, extreme, very, exceptional,	2
服务员	服務員	fu2 wu4 yuan2	waiter, waitress, attendant, customer service personnel, CL:個|个[gè],	2
高	高	Gao1	high, tall, above average, loud, your (honorific),	2
高	高	gao1	high, tall, above average, loud, your (honorific),	2
告诉	告訴	gao4 su4	to tell, to inform, to let know,	2
告诉	告訴	gao4 su5	to tell, to inform, to let know,	2
哥哥	哥哥	ge1 ge5	older brother, CL:個|个,位[wèi],	2
给	給	gei3	to, for, for the benefit of, to give, to allow, to do sth (for sb), (passive particle),	2
给	給	ji3	to, for, for the benefit of, to give, to allow, to do sth (for sb), (passive particle),	2
公共汽车	公共汽車	gong1 gong4 qi4 che1	bus, CL:輛|辆,班[bān],	2
公斤	公斤	gong1 jin1	kilogram (kg),	2
公司	公司	gong1 si1	(business) company, company, firm, corporation, incorporated, CL:家[jiā],	2
贵	貴	Gui4	expensive, noble, your (name), precious,	2
贵	貴	gui4	expensive, noble, your (name), precious,	2
还	還	Huan2	still, still in progress, still more, yet, even more, in addition, fairly, passably (good), as early as, even, also, else,	2
还	還	hai2	still, still in progress, still more, yet, even more, in addition, fairly, passably (good), as early as, even, also, else,	2
还	還	huan2	still, still in progress, still more, yet, even more, in addition, fairly, passably (good), as early as, even, also, else,	2
还	還	Huan2	still, still in progress, still more, yet, even more, in addition, fairly, passably (good), as early as, even, also, else,	2
还	還	hai2	still, still in progress, still more, yet, even more, in addition, fairly, passably (good), as early as, even, also, else,	2
还	還	huan2	still, still in progress, still more, yet, even more, in addition, fairly, passably (good), as early as, even, also, else,	2
孩子	孩子	hai2 zi5	child,	2
好吃	好喫	hao3 chi1	tasty, delicious,	2
好吃	好喫	hao4 chi1	tasty, delicious,	2
号	號	hao2	ordinal number, day of a month, mark, sign, business establishment, size, ship suffix, horn (wind instrument), bugle call, assumed name, to take a pulse, classifier used to indicate number of people,	2
号	號	hao4	ordinal number, day of a month, mark, sign, business establishment, size, ship suffix, horn (wind instrument), bugle call, assumed name, to take a pulse, classifier used to indicate number of people,	2
黑	黑	Hei1	black, dark, (loanword) to hack,	2
黑	黑	hei1	black, dark, (loanword) to hack,	2
红	紅	Hong2	red, popular, revolutionary, bonus,	2
红	紅	gong1	red, popular, revolutionary, bonus,	2
红	紅	hong2	red, popular, revolutionary, bonus,	2
欢迎	歡迎	huan1 ying2	to welcome, welcome,	2
还	還	Huan2	to pay back, to return,	2
还	還	hai2	to pay back, to return,	2
还	還	huan2	to pay back, to return,	2
还	還	Huan2	to pay back, to return,	2
还	還	hai2	to pay back, to return,	2
还	還	huan2	to pay back, to return,	2
回答	回答	hui2 da2	to reply, to answer, the answer, CL:個|个[gè],	2
机场	機場	ji1 chang3	airport, airfield, CL:家,處|处[chù],	2
鸡蛋	雞蛋	ji1 dan4	(chicken) egg, hen's egg, CL:個|个,打[dá],	2
件	件	jian4	item, component, classifier for events, things, clothes etc,	2
教室	教室	jiao4 shi4	classroom, CL:間|间[jiān],	2
姐姐	姐姐	jie3 jie5	older sister, CL:個|个[gè],	2
介绍	介紹	jie4 shao4	to introduce (sb to sb), to give a presentation, to present (sb for a job etc), introduction,	2
进	進	jin4	to advance, to enter, to come (or go) into, to receive or admit, to eat or drink, to submit or present, (used after a verb) into, in, to score a goal,	2
近	近	jin4	near, close to, approximately,	2
就	就	jiu4	at once, right away, only, just (emphasis), as early as, already, as soon as, then, in that case, as many as, even if, to approach, to move towards, to undertake, to engage in, to suffer, subjected to, to accomplish, to take advantage of, to go with (of foods), with regard to, concerning,	2
觉得	覺得	jue2 de5	to think, to feel,	2
咖啡	咖啡	ka1 fei1	coffee, CL:杯[bēi],	2
开始	開始	kai1 shi3	to begin, beginning, to start, initial, CL:個|个[gè],	2
考试	考試	kao3 shi4	to take an exam, exam, CL:次[cì],	2
可能	可能	ke3 neng2	might (happen), possible, probable, possibility, probability, maybe, perhaps, CL:個|个[gè],	2
可以	可以	ke3 yi3	can, may, possible, able to,	2
课	課	ke4	subject, course, CL: 門|门[mén], class, lesson, CL:堂,節|节[jié], to levy, tax, form of divination,	2
快	快	kuai4	rapid, quick, speed, rate, soon, almost, to make haste, clever, sharp (of knives or wits), forthright, plain-spoken, gratified, pleased, pleasant,	2
快乐	快樂	kuai4 le4	happy, merry,	2
累	累	lei3	tired, weary, to strain, to wear out, to work hard,	2
累	累	lei4	tired, weary, to strain, to wear out, to work hard,	2
累	累	Lei2	tired, weary, to strain, to wear out, to work hard,	2
累	累	lei2	tired, weary, to strain, to wear out, to work hard,	2
离	離	chi1	to leave, to part from, to be away from, (in giving distances) from, without (sth), independent of, one of the Eight Trigrams 八卦, symbolizing fire, ☲,	2
离	離	Li2	to leave, to part from, to be away from, (in giving distances) from, without (sth), independent of, one of the Eight Trigrams 八卦, symbolizing fire, ☲,	2
离	離	li2	to leave, to part from, to be away from, (in giving distances) from, without (sth), independent of, one of the Eight Trigrams 八卦, symbolizing fire, ☲,	2
两	兩	liang3	both, two, ounce, some, a few, tael, weight equal to 50 grams,	2
路	路	Lu4	road, CL:條|条[tiáo], journey, route, line (bus etc), sort, kind,	2
路	路	lu4	road, CL:條|条[tiáo], journey, route, line (bus etc), sort, kind,	2
旅游	旅遊	lu:3 you2	trip, journey, tourism, travel, tour,	2
卖	賣	mai4	to sell, to betray, to spare no effort, to show off or flaunt,	2
慢	慢	man4	slow,	2
忙	忙	mang2	busy, hurriedly, to hurry, to rush,	2
每	每	mei3	each, every,	2
妹妹	妹妹	mei4 mei5	younger sister, fig. younger woman (esp. girl friend or rival), CL:個|个[gè],	2
门	門	Men2	gate, door, CL:扇[shàn], gateway, doorway, CL:個|个[gè], opening, valve, switch, way to do something, knack, family, house, (religious) sect, school (of thought), class, category, phylum or division (taxonomy), classifier for large guns, classifier for lessons, subjects, branches of technology,	2
门	門	men2	gate, door, CL:扇[shàn], gateway, doorway, CL:個|个[gè], opening, valve, switch, way to do something, knack, family, house, (religious) sect, school (of thought), class, category, phylum or division (taxonomy), classifier for large guns, classifier for lessons, subjects, branches of technology,	2
男人	男人	nan2 ren2	a man, a male, men, CL:個|个[gè],	2
您	您	nin2	you (courteous, as opposed to informal 你),	2
牛奶	牛奶	niu2 nai3	cow's milk, CL:瓶,杯[bēi],	2
女人	女人	nu:3 ren2	woman,	2
女人	女人	nu:3 ren5	woman,	2
旁边	旁邊	pang2 bian1	lateral, side, to the side, beside,	2
跑步	跑步	pao3 bu4	to walk quickly, to march, to run,	2
便宜	便宜	bian4 yi2	small advantages, to let sb off lightly, cheap, inexpensive,	2
便宜	便宜	pian2 yi5	small advantages, to let sb off lightly, cheap, inexpensive,	2
票	票	piao4	ticket, ballot, bank note, CL:張|张[zhāng], person held for ransom, amateur performance of Chinese opera, classifier for shipments and business transactions (topolect),	2
妻子	妻子	qi1 zi3	wife, CL:個|个[gè],	2
妻子	妻子	qi1 zi5	wife, CL:個|个[gè],	2
起床	起牀	qi3 chuang2	to get out of bed, to get up,	2
千	千	qian1	a swing,	2
千	千	qian1	a swing,	2
晴	晴	qing2	clear, fine (weather),	2
去年	去年	qu4 nian2	last year,	2
让	讓	rang4	to yield, to permit, to let sb do sth, to have sb do sth,	2
上班	上班	shang4 ban1	to go to work, to be on duty, to start work, to go to the office,	2
身体	身體	shen1 ti3	(human) body, health, CL:個|个[gè],	2
生病	生病	sheng1 bing4	to fall ill,	2
生日	生日	sheng1 ri4	birthday, CL:個|个[gè],	2
时间	時間	shi2 jian1	time, period, CL:段[duàn],	2
事情	事情	shi4 qing5	affair, matter, thing, business, CL:件,樁|桩[zhuāng],	2
手表	手表	shou3 biao3	wrist watch, CL:塊|块,隻|只,個|个[gè],	2
手机	手機	shou3 ji1	cell phone, mobile phone, CL:部,支[zhī],	2
送	送	song4	to deliver, to carry, to give (as a present), to present (with), to see off, to send,	2
所以	所以	suo3 yi3	therefore, as a result, so,	2
它	它	ta1	it,	2
它	它	ta1	it,	2
踢	踢	ti1	to kick, to play (e.g. soccer),	2
题	題	Ti2	topic, problem for discussion, exam question, subject, to inscribe, to mention, CL:個|个,道[dào],	2
题	題	ti2	topic, problem for discussion, exam question, subject, to inscribe, to mention, CL:個|个,道[dào],	2
跳舞	跳舞	tiao4 wu3	to dance,	2
外	外	wai4	outside, in addition, foreign, external,	2
完	完	wan2	to finish, to be over, whole, complete, entire,	2
玩	玩	wan2	toy, sth used for amusement, curio or antique (Taiwan pr. ), to play, to have fun, to trifle with, to keep sth for entertainment,	2
玩	玩	wan2	toy, sth used for amusement, curio or antique (Taiwan pr. ), to play, to have fun, to trifle with, to keep sth for entertainment,	2
晚上	晚上	wan3 shang5	evening, night, CL:個|个[gè], in the evening,	2
为	爲	wei2	variant of 為|为, because of, for, to,	2
为	爲	wei4	variant of 為|为, because of, for, to,	2
为	爲	wei2	variant of 為|为, because of, for, to,	2
为	爲	wei4	variant of 為|为, because of, for, to,	2
问	問	wen4	to ask,	2
问题	問題	wen4 ti2	question, problem, issue, topic, CL:個|个[gè],	2
西瓜	西瓜	xi1 gua1	watermelon, CL:條|条[tiáo],	2
希望	希望	xi1 wang4	to wish for, to desire, hope CL:個|个[gè],	2
洗	洗	xi3	to wash, to bathe, to develop (photo),	2
向	向	Xiang4	towards, to face, to turn towards, direction, to support, to side with, shortly before, formerly, always, all along,	2
向	向	xiang4	towards, to face, to turn towards, direction, to support, to side with, shortly before, formerly, always, all along,	2
向	向	xiang4	towards, to face, to turn towards, direction, to support, to side with, shortly before, formerly, always, all along,	2
向	向	xiang4	towards, to face, to turn towards, direction, to support, to side with, shortly before, formerly, always, all along,	2
小时	小時	xiao3 shi2	hour, CL:個|个[gè],	2
笑	笑	xiao4	laugh, smile, CL:個|个[gè],	2
笑	笑	xiao4	laugh, smile, CL:個|个[gè],	2
新	新	Xin1	new, newly, meso- (chemistry),	2
新	新	xin1	new, newly, meso- (chemistry),	2
姓	姓	xing4	family name, surname, name, CL:個|个[gè],	2
休息	休息	xiu1 xi5	rest, to rest,	2
雪	雪	Xue3	snow, snowfall, CL:場|场[cháng], to have the appearance of snow, to wipe away, off or out, to clean,	2
雪	雪	xue3	snow, snowfall, CL:場|场[cháng], to have the appearance of snow, to wipe away, off or out, to clean,	2
颜色	顏色	yan2 se4	color, CL:個|个[gè],	2
眼睛	眼睛	yan3 jing5	eye, CL:隻|只,雙|双[shuāng],	2
羊肉	羊肉	yang2 rou4	mutton,	2
药	藥	yao4	medicine, drug, cure, CL:種|种,服[fù],	2
药	藥	yao4	medicine, drug, cure, CL:種|种,服[fù],	2
要	要	yao1	important, vital, to want, will, going to (as future auxiliary), may, must, (used in a comparison) must be, probably,	2
要	要	yao4	important, vital, to want, will, going to (as future auxiliary), may, must, (used in a comparison) must be, probably,	2
也	也	Ye3	also, too, (in Classical Chinese) final particle implying affirmation,	2
也	也	ye3	also, too, (in Classical Chinese) final particle implying affirmation,	2
已经	已經	yi3 jing1	already,	2
一起	一起	yi1 qi3	in the same place, together, with, altogether (in total),	2
意思	意思	yi4 si5	idea, opinion, meaning, wish, desire, CL:個|个[gè],	2
阴	陰	Yin1	overcast (weather), cloudy, shady, Yin (the negative principle of Yin and Yang), negative (electric.), feminine, moon, implicit, hidden, genitalia,	2
阴	陰	yin1	overcast (weather), cloudy, shady, Yin (the negative principle of Yin and Yang), negative (electric.), feminine, moon, implicit, hidden, genitalia,	2
阴	陰	yin1	overcast (weather), cloudy, shady, Yin (the negative principle of Yin and Yang), negative (electric.), feminine, moon, implicit, hidden, genitalia,	2
因为	因爲	yin1 wei4	because, owing to, on account of,	2
游泳	遊泳	you2 yong3	swimming, to swim,	2
右边	右邊	you4 bian5	right side, right, to the right,	2
鱼	魚	Yu2	fish, CL:條|条,尾[wěi],	2
鱼	魚	yu2	fish, CL:條|条,尾[wěi],	2
元	元	Yuan2	Chinese monetary unit, dollar, primary, first,	2
元	元	yuan2	Chinese monetary unit, dollar, primary, first,	2
远	遠	yuan3	far, distant, remote,	2
远	遠	yuan4	far, distant, remote,	2
运动	運動	yun4 dong4	to move, to exercise, sports, exercise, motion, movement, campaign, CL:場|场[chǎng],	2
再	再	zai4	again, once more, re-, second, another, then (after sth, and not until then),	2
早上	早上	zao3 shang5	early morning, CL:個|个[gè],	2
张	張	Zhang1	to open up, to spread, sheet of paper, classifier for flat objects, sheet, classifier for votes,	2
张	張	zhang1	to open up, to spread, sheet of paper, classifier for flat objects, sheet, classifier for votes,	2
长	長	chang2	chief, head, elder, to grow, to develop, to increase, to enhance,	2
长	長	zhang3	chief, head, elder, to grow, to develop, to increase, to enhance,	2
长	長	chang2	chief, head, elder, to grow, to develop, to increase, to enhance,	2
长	長	zhang3	chief, head, elder, to grow, to develop, to increase, to enhance,	2
丈夫	丈夫	zhang4 fu5	husband, CL:個|个[gè],	2
找	找	zhao3	to try to find, to look for, to call on sb, to find, to seek, to return, to give change,	2
着	着	zhao1	aspect particle indicating action in progress,	2
着	着	zhao2	aspect particle indicating action in progress,	2
着	着	zhe5	aspect particle indicating action in progress,	2
着	着	zhuo2	aspect particle indicating action in progress,	2
真	真	zhen1	really, truly, indeed, real, true, genuine,	2
正在	正在	zheng4 zai4	in the process of (doing something or happening), while (doing),	2
知道	知道	zhi1 dao4	to know, to be aware of, also pron. [zhī dao],	2
准备	準備	zhun3 bei4	preparation, to prepare, to intend, to be about to, reserve (fund),	2
自行车	自行車	zi4 xing2 che1	bicycle, bike, CL:輛|辆[liàng],	2
走	走	zou3	to walk, to go, to run, to move (of vehicle), to visit, to leave, to go away, to die (euph.), from, through, away (in compound verbs, such as 撤走), to change (shape, form, meaning),	2
最	最	zui4	most, the most, -est (superlative suffix),	2
最	最	zui4	most, the most, -est (superlative suffix),	2
最	最	zui4	most, the most, -est (superlative suffix),	2
左边	左邊	zuo3 bian5	left, the left side, to the left of,	2
