simplified	traditional	pinyin	eng	level
媒体	媒體	mei2 ti3	media, esp. news media,	6
美观	美觀	mei3 guan1	pleasing to the eye, beautiful, artistic,	6
美满	美滿	mei3 man3	happy, blissful,	6
美妙	美妙	mei3 miao4	beautiful, wonderful, splendid,	6
门诊	門診	men2 zhen3	outpatient service,	6
蒙	蒙	meng2	to cover, ignorant, to suffer (misfortune), to receive (a favor), to cheat,	6
蒙	蒙	meng2	to cover, ignorant, to suffer (misfortune), to receive (a favor), to cheat,	6
蒙	蒙	meng1	to cover, ignorant, to suffer (misfortune), to receive (a favor), to cheat,	6
蒙	蒙	meng2	to cover, ignorant, to suffer (misfortune), to receive (a favor), to cheat,	6
蒙	蒙	Meng2	to cover, ignorant, to suffer (misfortune), to receive (a favor), to cheat,	6
蒙	蒙	Meng3	to cover, ignorant, to suffer (misfortune), to receive (a favor), to cheat,	6
蒙	蒙	meng1	to cover, ignorant, to suffer (misfortune), to receive (a favor), to cheat,	6
蒙	蒙	meng2	to cover, ignorant, to suffer (misfortune), to receive (a favor), to cheat,	6
萌芽	萌芽	meng2 ya2	sprout, germ of a plant,	6
猛烈	猛烈	meng3 lie4	fierce, violent (criticism etc),	6
梦想	夢想	meng4 xiang3	(figuratively) to dream of, dream,	6
眯	眯	mi2	to narrow one's eyes, to squint,	6
眯	眯	mi1	to narrow one's eyes, to squint,	6
弥补	彌補	mi2 bu3	to complement, to make up for a deficiency,	6
弥漫	彌漫	mi2 man4	variant of 彌漫|弥漫[mí màn],	6
弥漫	彌漫	mi2 man4	variant of 彌漫|弥漫[mí màn],	6
迷惑	迷惑	mi2 huo5	to puzzle, to confuse, to baffle,	6
迷人	迷人	mi2 ren2	fascinating, enchanting, charming, tempting,	6
迷失	迷失	mi2 shi1	lost, not knowing one's location,	6
迷信	迷信	mi2 xin4	superstition, to have a superstitious belief (in sth),	6
密度	密度	mi4 du4	density, thickness,	6
密封	密封	mi4 feng1	to seal up,	6
免得	免得	mian3 de5	so as not to, so as to avoid,	6
免疫	免疫	mian3 yi4	immunity (to disease),	6
勉励	勉勵	mian3 li4	to encourage,	6
勉强	勉強	mian3 qiang3	to do with difficulty, to force sb to do sth, reluctant, barely enough,	6
面貌	面貌	mian4 mao4	appearance, face, features, CL:個|个[gè],	6
面子	面子	mian4 zi5	"outer surface, outside, honor, reputation, face (as in ""losing face""), self-respect, feelings, (medicinal) powder,"	6
面子	面子	mian4 zi5	"outer surface, outside, honor, reputation, face (as in ""losing face""), self-respect, feelings, (medicinal) powder,"	6
描绘	描繪	miao2 hui4	to describe, to portray,	6
渺小	渺小	miao3 xiao3	minute, tiny, negligible, insignificant,	6
蔑视	蔑視	mie4 shi4	to loathe, to despise, contempt,	6
灭亡	滅亡	mie4 wang2	to be destroyed, to become extinct, to perish, to die out, to destroy, to exterminate,	6
民间	民間	min2 jian1	among the people, popular, folk, non-governmental, involving people rather than governments,	6
民用	民用	min2 yong4	(for) civilian use,	6
敏感	敏感	min3 gan3	sensitive, susceptible, politically sensitive (pretext for censorship),	6
敏捷	敏捷	min3 jie2	nimble, quick, shrewd,	6
敏锐	敏銳	min3 rui4	keen, sharp, acute,	6
明明	明明	ming2 ming2	obviously, plainly, undoubtedly, definitely,	6
名次	名次	ming2 ci4	position in a ranking of names,	6
名额	名額	ming2 e2	quota, number of places, place (in an institution, a group etc),	6
名副其实	名副其實	ming2 fu4 qi2 shi2	not just in name only, but also in reality (idiom),	6
名誉	名譽	ming2 yu4	fame, reputation, honor, honorary, emeritus (of retired professor),	6
命名	命名	ming4 ming2	to give a name to, to dub, to christen, to designate, named after, naming,	6
摸索	摸索	mo1 suo5	to feel about, to grope about, to fumble, to do things slowly,	6
膜	膜	mo2	membrane, film,	6
摩擦	摩擦	mo2 ca1	friction, rubbing, chafing, fig. disharmony, conflict, same as 磨擦,	6
磨合	磨合	mo2 he2	to break in, to wear in,	6
模范	模範	mo2 fan4	model, fine example,	6
模式	模式	mo2 shi4	mode, method,	6
模型	模型	mo2 xing2	model, mould, matrix, pattern,	6
魔鬼	魔鬼	mo2 gui3	devil,	6
魔术	魔術	mo2 shu4	magic,	6
抹杀	抹殺	mo3 sha1	to erase, to cover traces, to obliterate evidence, to expunge, to blot out, to suppress,	6
莫名其妙	莫名其妙	mo4 ming2 qi2 miao4	unfathomable mystery (idiom); subtle and ineffable, unable to make head or tail of it, boring (e.g. movie),	6
默默	默默	mo4 mo4	in silence, not speaking,	6
墨水儿	墨水兒	mo4 shui3 r5	erhua variant of 墨水, ink,	6
谋求	謀求	mou2 qiu2	to seek, to strive for,	6
模样	模樣	mu2 yang4	look, style, appearance, approximation, about, CL:個|个[gè],	6
母语	母語	mu3 yu3	native language, mother tongue, (linguistics) parent language,	6
目睹	目睹	mu4 du3	to witness, to see at first hand, to see with one's own eyes,	6
目光	目光	mu4 guang1	sight, vision, view, gaze, look,	6
沐浴	沐浴	mu4 yu4	to take a bath, to bathe, to immerse,	6
拿手	拿手	na2 shou3	expert in, good at,	6
纳闷儿	納悶兒	na4 men4 r5	puzzled, bewildered,	6
耐用	耐用	nai4 yong4	durable,	6
难得	難得	nan2 de2	seldom, rare, hard to come by,	6
难堪	難堪	nan2 kan1	hard to take, embarrassed,	6
难免	難免	nan2 mian3	hard to avoid, difficult to escape from,	6
难能可贵	難能可貴	nan2 neng2 ke3 gui4	rare and precious, valuable, remarkable,	6
恼火	惱火	nao3 huo3	to get angry, irritated, to annoy, to aggravate, annoying,	6
内涵	內涵	nei4 han2	meaning, content, essential properties implied or reflected by a notion, intention, connotation, self-possessed,	6
内幕	內幕	nei4 mu4	inside story, non-public information, behind the scenes, internal,	6
内在	內在	nei4 zai4	intrinsic, innate,	6
能量	能量	neng2 liang4	energy, capabilities,	6
嗯	嗯	en1	interjection indicating approval, appreciation or agreement,	6
嗯	嗯	en4	interjection indicating approval, appreciation or agreement,	6
嗯	嗯	en5	interjection indicating approval, appreciation or agreement,	6
拟定	擬定	ni3 ding4	to draw up, to draft, to formulate,	6
年度	年度	nian2 du4	year (e.g. school year, fiscal year), annual,	6
捏	捏	nie1	to pinch (with one's fingers), to knead, to make up,	6
捏	捏	nie1	to pinch (with one's fingers), to knead, to make up,	6
拧	擰	ning2	to pinch, wring,	6
拧	擰	ning3	to pinch, wring,	6
拧	擰	ning4	to pinch, wring,	6
凝固	凝固	ning2 gu4	to freeze, to solidify, to congeal, fig. with rapt attention,	6
凝聚	凝聚	ning2 ju4	to condense, to coagulate, coacervation (i.e. form tiny droplets), aggregation, coherent,	6
凝视	凝視	ning2 shi4	to gaze at, to fix one's eyes on,	6
宁肯	寧肯	ning4 ken3	would rather..., it would be better..., would prefer,	6
宁愿	寧願	ning4 yuan4	would rather, better,	6
纽扣儿	紐扣兒	niu3 kou4 er5	Buttons children,	6
扭转	扭轉	niu3 zhuan3	to reverse, to turn around (an undesirable situation),	6
浓厚	濃厚	nong2 hou4	dense, thick (fog, clouds etc), to have a strong interest in, deep, fully saturated (color),	6
农历	農歷	nong2 li4	the traditional Chinese calendar, the lunar calendar,	6
奴隶	奴隸	nu2 li4	slave,	6
挪	挪	nuo2	to shift, to move,	6
虐待	虐待	nu:e4 dai4	to mistreat, to maltreat, to abuse, mistreatment, maltreatment,	6
哦	哦	e2	oh (interjection indicating that one has just learned sth),	6
哦	哦	o2	oh (interjection indicating that one has just learned sth),	6
哦	哦	o4	oh (interjection indicating that one has just learned sth),	6
哦	哦	o5	oh (interjection indicating that one has just learned sth),	6
殴打	毆打	ou1 da3	to beat up, to come to blows, battery (law),	6
欧洲	歐洲	Ou1 zhou1	Europe, European,	6
呕吐	嘔吐	ou3 tu4	to vomit,	6
趴	趴	pa1	to lie on one's stomach, to lean forward, resting one's upper body (on a desktop etc), (Taiwan) percent,	6
排斥	排斥	pai2 chi4	to reject, to exclude, to eliminate, to remove, to repel,	6
排除	排除	pai2 chu2	to eliminate, to get rid of, to remove,	6
排放	排放	pai2 fang4	emission, discharge, exhaust (gas etc),	6
徘徊	徘徊	pai2 huai2	to dither, to hesitate, to pace back and forth, by ext. to hover around, to linger,	6
派别	派別	pai4 bie2	denomination, group, school, faction, school of thought,	6
派遣	派遣	pai4 qian3	to send (on a mission), to dispatch,	6
攀登	攀登	pan1 deng1	to climb, to pull oneself up, to clamber, to scale, fig. to forge ahead in the face of hardships and danger,	6
盘旋	盤旋	pan2 xuan2	to spiral, to circle, to go around, to hover, to orbit,	6
畔	畔	pan4	bank, field-path,	6
判决	判決	pan4 jue2	judgment (by a court of law), to pass judgment on, to sentence,	6
庞大	龐大	pang2 da4	huge, enormous, tremendous,	6
抛弃	拋棄	pao1 qi4	to abandon, to discard, to renounce, to dump (sb),	6
泡沫	泡沫	pao4 mo4	foam, (soap) bubble, (economic) bubble,	6
培训	培訓	pei2 xun4	to cultivate, to train, to groom, training,	6
培育	培育	pei2 yu4	to train, to breed,	6
配备	配備	pei4 bei4	to allocate, to provide, to outfit with,	6
配偶	配偶	pei4 ou3	consort, mate, spouse,	6
配套	配套	pei4 tao4	to form a complete set, coherent,	6
盆地	盆地	pen2 di4	basin (low-lying geographical feature), depression,	6
烹饪	烹飪	peng1 ren4	cooking, culinary arts,	6
捧	捧	peng3	to clasp, to cup the hands, to hold up with both hands, to offer (esp. in cupped hands), to praise, to flatter,	6
劈	劈	pi1	to hack, to chop, to split open, (of lightning) to strike,	6
劈	劈	pi3	to hack, to chop, to split open, (of lightning) to strike,	6
批发	批發	pi1 fa1	wholesale, bulk trade, distribution,	6
批判	批判	pi1 pan4	to criticize, critique, CL:個|个[gè],	6
疲惫	疲憊	pi2 bei4	beaten, exhausted, tired,	6
疲倦	疲倦	pi2 juan4	to tire, tired,	6
皮革	皮革	pi2 ge2	leather, CL:張|张[zhāng],	6
屁股	屁股	pi4 gu5	buttocks, bottom, butt, back part,	6
譬如	譬如	pi4 ru2	for example, for instance, such as,	6
偏差	偏差	pian1 cha1	bias, deviation,	6
偏见	偏見	pian1 jian4	prejudice,	6
偏僻	偏僻	pian1 pi4	remote, desolate, far from the city,	6
偏偏	偏偏	pian1 pian1	(indicates that sth turns out just the opposite of what one would expect or what would be normal), unfortunately, against expectations,	6
片断	片斷	pian4 duan4	section, fragment, segment,	6
片刻	片刻	pian4 ke4	short period of time, a moment,	6
飘扬	飄揚	piao1 yang2	to wave, to flutter, to fly,	6
漂浮	漂浮	piao1 fu2	to float, to hover, to drift (also fig., to lead a wandering life), to rove, showy, superficial,	6
拼搏	拼搏	pin1 bo2	to struggle, to wrestle,	6
拼命	拼命	pin1 ming4	to do one's utmost, with all one's might, at all costs, (to work or fight) as if one's life depends on it,	6
频繁	頻繁	pin2 fan2	frequently, often,	6
频率	頻率	pin2 lu:4	frequency,	6
贫乏	貧乏	pin2 fa2	lack, incomplete,	6
贫困	貧困	pin2 kun4	impoverished, poverty,	6
品尝	品嘗	pin3 chang2	to taste a small amount, to sample,	6
品尝	品嘗	pin3 chang2	to taste a small amount, to sample,	6
品德	品德	pin3 de2	moral character,	6
品行	品行	pin3 xing2	behavior, moral conduct,	6
品质	品質	pin3 zhi4	quality,	6
平凡	平凡	ping2 fan2	commonplace, ordinary, mediocre,	6
平面	平面	ping2 mian4	plane (flat surface), print media,	6
平坦	平坦	ping2 tan3	level, even, smooth, flat,	6
平行	平行	ping2 xing2	parallel, of equal rank, simultaneous,	6
平原	平原	ping2 yuan2	field, plain, CL:個|个[gè],	6
评估	評估	ping2 gu1	to evaluate, to assess, assessment, evaluation,	6
评论	評論	ping2 lun4	to comment on, to discuss, comment, commentary, CL:篇[piān],	6
屏障	屏障	ping2 zhang4	protective screen,	6
坡	坡	po1	slope, CL:個|个[gè], sloping, slanted,	6
泼	潑	po1	to splash, to spill, rough and coarse, brutish,	6
颇	頗	Po1	rather, quite, considerably (Taiwan pr. ), oblique, inclined, slanting,	6
颇	頗	po1	rather, quite, considerably (Taiwan pr. ), oblique, inclined, slanting,	6
破例	破例	po4 li4	to make an exception,	6
迫不及待	迫不及待	po4 bu4 ji2 dai4	impatient (idiom); in a hurry, itching to get on with it,	6
迫害	迫害	po4 hai4	to persecute, persecution,	6
魄力	魄力	po4 li4	courage, daring, boldness, resolution, drive,	6
扑	撲	pu1	to throw oneself at, to pounce on, to devote one's energies, to flap, to flutter, to dab, to pat, to bend over,	6
铺	鋪	pu4	to spread, to display, to set up, (old) holder for door-knocker,	6
铺	鋪	pu1	to spread, to display, to set up, (old) holder for door-knocker,	6
铺	鋪	pu4	to spread, to display, to set up, (old) holder for door-knocker,	6
普及	普及	pu3 ji2	popular, to popularize, universal, ubiquitous, pervasive,	6
朴实	樸實	pu3 shi2	plain, simple, guileless, down-to-earth, sincere and honest,	6
瀑布	瀑布	pu4 bu4	waterfall,	6
期望	期望	qi1 wang4	to have expectations, to earnestly hope, expectation, hope,	6
期限	期限	qi1 xian4	time limit, deadline, allotted time,	6
欺负	欺負	qi1 fu5	to bully,	6
欺骗	欺騙	qi1 pian4	to deceive, to cheat,	6
凄凉	悽涼	qi1 liang2	desolate,	6
凄凉	悽涼	qi1 liang2	desolate,	6
奇妙	奇妙	qi2 miao4	fantastic, wonderful,	6
旗袍	旗袍	qi2 pao2	Chinese-style dress, cheongsam,	6
旗帜	旗幟	qi2 zhi4	ensign, flag,	6
齐全	齊全	qi2 quan2	complete,	6
齐心协力	齊心協力	qi2 xin1 xie2 li4	to work with a common purpose (idiom); to make concerted efforts, to pull together, to work as one,	6
歧视	歧視	qi2 shi4	to discriminate against, discrimination,	6
起草	起草	qi3 cao3	draft (a bill), draw up (plans),	6
起初	起初	qi3 chu1	originally, at first, at the outset,	6
起伏	起伏	qi3 fu2	to move up and down, to undulate, ups and downs,	6
起哄	起哄	qi3 hong4	to heckle, rowdy jeering, to create a disturbance,	6
起码	起碼	qi3 ma3	at the minimum, at the very least,	6
起义	起義	qi3 yi4	uprising, insurrection, revolt,	6
起源	起源	qi3 yuan2	origin, to originate, to come from,	6
启程	啓程	qi3 cheng2	to set out on a journey,	6
启示	啓示	qi3 shi4	enlightenment, revelation, apocalypse,	6
启事	啓事	qi3 shi4	announcement (written, on billboard, letter, newspaper or website), to post information, a notice,	6
乞丐	乞丐	qi3 gai4	beggar,	6
岂有此理	豈有此理	qi3 you3 ci3 li3	how can this be so? (idiom); preposterous, ridiculous, absurd,	6
器材	器材	qi4 cai2	equipment, material,	6
器官	器官	qi4 guan1	organ (part of body tissue), apparatus,	6
气概	氣概	qi4 gai4	lofty quality, mettle, spirit,	6
气功	氣功	qi4 gong1	qigong, a system of deep breathing exercises,	6
气魄	氣魄	qi4 po4	spirit, boldness, positive outlook, imposing attitude,	6
气色	氣色	qi4 se4	complexion,	6
气势	氣勢	qi4 shi4	imposing manner, loftiness, grandeur, energetic looks, vigor,	6
气味	氣味	qi4 wei4	odor, scent,	6
气象	氣象	qi4 xiang4	meteorological feature, CL:個|个[gè], meteorology, atmosphere, ambience, scene,	6
气压	氣壓	qi4 ya1	atmospheric pressure, barometric pressure,	6
迄今为止	迄今爲止	qi4 jin1 wei2 zhi3	so far, up to now, still (not),	6
掐	掐	qia1	to pick (flowers), to pinch, to nip, to pinch off, to clutch, (slang) to fight,	6
恰当	恰當	qia4 dang4	appropriate, suitable,	6
恰到好处	恰到好處	qia4 dao4 hao3 chu4	it's just perfect, it's just right,	6
恰巧	恰巧	qia4 qiao3	fortunately, unexpectedly, by coincidence,	6
洽谈	洽談	qia4 tan2	to discuss,	6
牵扯	牽扯	qian1 che3	to involve, to implicate,	6
牵制	牽制	qian1 zhi4	to control, to curb, to restrict, to impede, to pin down (enemy troops),	6
千方百计	千方百計	qian1 fang1 bai3 ji4	lit. thousand ways, a hundred plans (idiom); by every possible means,	6
签订	籤訂	qian1 ding4	to agree to and sign (a treaty etc),	6
签署	籤署	qian1 shu3	to sign (an agreement),	6
迁就	遷就	qian1 jiu4	to yield, to adapt to, to accommodate to (sth),	6
迁徙	遷徙	qian1 xi3	to migrate, to move,	6
谦逊	謙遜	qian1 xun4	humble, modest, unpretentious, modesty,	6
前景	前景	qian2 jing3	foreground, vista, (future) prospects, perspective,	6
前提	前提	qian2 ti2	premise, precondition, prerequisite,	6
潜力	潛力	qian2 li4	potential, capacity,	6
潜水	潛水	qian2 shui3	to dive, to go under water, lurker (Internet slang for sb who reads forum posts but never replies),	6
潜移默化	潛移默化	qian2 yi2 mo4 hua4	imperceptible influence, to influence secretly,	6
谴责	譴責	qian3 ze2	to denounce, to condemn, to criticize, condemnation, criticism,	6
强制	強制	qiang2 zhi4	to enforce, enforcement, forcibly, compulsory,	6
抢劫	搶劫	qiang3 jie2	to rob, looting,	6
抢救	搶救	qiang3 jiu4	rescue,	6
强迫	強迫	qiang3 po4	to compel, to force,	6
桥梁	橋梁	qiao2 liang2	bridge, fig. connection between two areas,	6
翘	翹	qiao2	to stick up, to rise on one end, to tilt,	6
翘	翹	qiao4	to stick up, to rise on one end, to tilt,	6
锲而不舍	鍥而不舍	qie4 er2 bu4 she3	to chip away at a task and not abandon it (idiom); to chisel away at sth, to persevere, unflagging efforts,	6
切实	切實	qie4 shi2	feasible, earnestly, conscientiously, realistic, practical,	6
亲热	親熱	qin1 re4	affectionate, intimate, warm-hearted,	6
亲身	親身	qin1 shen1	personal, oneself,	6
侵犯	侵犯	qin1 fan4	to infringe on, to encroach on, to violate,	6
钦佩	欽佩	qin1 pei4	to admire, to look up to, to respect sb greatly,	6
勤俭	勤儉	qin2 jian3	hardworking and frugal,	6
勤恳	勤懇	qin2 ken3	diligent and attentive, assiduous, sincere,	6
氢	氫	qing1	hydrogen (chemistry),	6
轻而易举	輕而易舉	qing1 er2 yi4 ju3	easy, with no difficulty,	6
清澈	清澈	qing1 che4	clear, limpid,	6
清晨	清晨	qing1 chen2	early morning,	6
清除	清除	qing1 chu2	to eliminate, to get rid of,	6
清洁	清潔	qing1 jie2	clean,	6
清理	清理	qing1 li3	to clear up, to tidy up, to dispose of,	6
清晰	清晰	qing1 xi1	clear, distinct,	6
清醒	清醒	qing1 xing3	clear-headed, sober, awake,	6
清真	清真	qing1 zhen1	Islamic, Muslim, halal (of food), clean, pure,	6
倾听	傾聽	qing1 ting1	to listen attentively,	6
倾向	傾向	qing1 xiang4	trend, tendency, orientation,	6
倾斜	傾斜	qing1 xie2	to incline, to lean, to slant, to slope, to tilt,	6
晴朗	晴朗	qing2 lang3	sunny and cloudless,	6
情报	情報	qing2 bao4	(spy) intelligence, information-gathering,	6
情节	情節	qing2 jie2	plot, circumstances,	6
情理	情理	qing2 li3	reason, sense,	6
情形	情形	qing2 xing5	circumstances, situation, CL:個|个[gè],	6
请柬	請柬	qing3 jian3	invitation card, written invitation,	6
请教	請教	qing3 jiao4	to ask for guidance, to consult,	6
请示	請示	qing3 shi4	to ask for instructions,	6
请帖	請帖	qing3 tie3	invitation card, written invitation,	6
丘陵	丘陵	qiu1 ling2	hills,	6
区分	區分	qu1 fen1	to differentiate, to find differing aspects,	6
区域	區域	qu1 yu4	area, region, district,	6
屈服	屈服	qu1 fu2	to surrender, to yield,	6
曲折	曲折	qu1 zhe2	complicated, winding,	6
驱逐	驅逐	qu1 zhu2	to expel, to deport, banishment,	6
渠道	渠道	qu2 dao4	irrigation ditch, medium or channel of communication,	6
取缔	取締	qu3 di4	to ban, to prohibit (publications, customs etc), to outlaw, to suppress (violators),	6
曲子	曲子	qu3 zi5	poem for singing, tune, music, CL:支[zhī],	6
趣味	趣味	qu4 wei4	fun, interest, delight, taste, liking, preference,	6
圈套	圈套	quan1 tao4	trap, snare, trick,	6
全局	全局	quan2 ju2	overall situation,	6
全力以赴	全力以赴	quan2 li4 yi3 fu4	to do at all costs, to make an all-out effort,	6
权衡	權衡	quan2 heng2	to weigh, to consider, to assess, to balance, to trade-off,	6
权威	權威	quan2 wei1	authority, authoritative, power and prestige,	6
权益	權益	quan2 yi4	rights and benefits,	6
拳头	拳頭	quan2 tou5	fist, clenched fist, CL:個|个[gè], competitive (product),	6
犬	犬	quan3	dog,	6
缺口	缺口	que1 kou3	nick, jag, gap, shortfall,	6
缺席	缺席	que1 xi2	absence, absent,	6
缺陷	缺陷	que1 xian4	defect, flaw, physical defect,	6
瘸	瘸	que2	lame,	6
确保	確保	que4 bao3	to ensure, to guarantee,	6
确立	確立	que4 li4	to establish, to institute,	6
确切	確切	que4 qie4	definite, exact, precise,	6
确信	確信	que4 xin4	to be convinced, to be sure, to firmly believe, to be positive that, definite news,	6
群众	羣衆	qun2 zhong4	mass, multitude, the masses,	6
染	染	ran3	to dye, to catch (a disease), to acquire (bad habits etc), to contaminate, to add colour washes to a painting,	6
让步	讓步	rang4 bu4	to concede, to give in, to yield, a concession,	6
饶恕	饒恕	rao2 shu4	to forgive, to pardon, to spare,	6
扰乱	擾亂	rao3 luan4	to disturb, to perturb, to harass,	6
惹祸	惹禍	re3 huo4	stirring up trouble, to invite disaster,	6
热泪盈眶	熱淚盈眶	re4 lei4 ying2 kuang4	eyes brimming with tears of excitement (idiom), extremely moved,	6
热门	熱門	re4 men2	popular, hot, in vogue,	6
人道	人道	ren2 dao4	"human sympathy, humanitarianism, humane, the ""human way"", one of the stages in the cycle of reincarnation (Buddhism), sexual intercourse,"	6
人格	人格	ren2 ge2	personality, integrity, dignity,	6
人工	人工	ren2 gong1	artificial, manpower, manual work,	6
人家	人家	ren2 jia1	"other people, sb else, he, she or they, I, me (referring to oneself as ""one"" or ""people""),"	6
人家	人家	ren2 jia5	"other people, sb else, he, she or they, I, me (referring to oneself as ""one"" or ""people""),"	6
人间	人間	ren2 jian1	the human world, the earth,	6
人士	人士	ren2 shi4	person, figure, public figure,	6
人为	人爲	ren2 wei2	artificial, man-made, having human cause or origin, human attempt or effort,	6
人性	人性	ren2 xing4	human nature, humanity, human, the totality of human attributes,	6
人质	人質	ren2 zhi4	hostage,	6
仁慈	仁慈	ren2 ci2	benevolent, charitable, kind, kindly, kindness, merciful,	6
忍耐	忍耐	ren3 nai4	to show restraint, to repress (anger etc), to exercise patience,	6
忍受	忍受	ren3 shou4	to bear, to endure,	6
认定	認定	ren4 ding4	to maintain (that sth is true), to determine (a fact), determination (of an amount), of the firm opinion, to believe firmly, to set one's mind on, to identify with,	6
认可	認可	ren4 ke3	to approve, approval, acknowledgment, OK,	6
任命	任命	ren4 ming4	to appoint and nominate, (job) appointment, CL:紙|纸[zhǐ],	6
任性	任性	ren4 xing4	willful, headstrong, uninhibited,	6
任意	任意	ren4 yi4	arbitrary, at will, at random,	6
任重道远	任重道遠	ren4 zhong4 dao4 yuan3	a heavy load and a long road, fig. to bear heavy responsibilities through a long struggle (cf Confucian Analects, 8.7),	6
仍旧	仍舊	reng2 jiu4	still (remaining), to remain (the same), yet,	6
日新月异	日新月異	ri4 xin1 yue4 yi4	daily renewal, monthly change (idiom); every day sees new developments, rapid progress,	6
日益	日益	ri4 yi4	day by day, more and more, increasingly, more and more with each passing day,	6
融洽	融洽	rong2 qia4	harmonious, friendly relations, on good terms with one another,	6
溶解	溶解	rong2 jie3	to dissolve,	6
容貌	容貌	rong2 mao4	one's appearance, one's aspect, looks, features,	6
容纳	容納	rong2 na4	to hold, to contain, to accommodate, to tolerate (different opinions),	6
容器	容器	rong2 qi4	receptacle, vessel,	6
容忍	容忍	rong2 ren3	to put up with, to tolerate,	6
揉	揉	rou2	to knead, to massage, to rub,	6
柔和	柔和	rou2 he2	gentle, soft,	6
弱点	弱點	ruo4 dian3	weak point, failing,	6
若干	若幹	ruo4 gan1	a certain number or amount, how many?, how much?,	6
撒谎	撒謊	sa1 huang3	to tell lies,	6
腮	腮	sai1	cheek,	6
腮	腮	sai1	cheek,	6
三角	三角	san1 jiao3	triangle,	6
散文	散文	san3 wen2	prose, essay,	6
散布	散布	san4 bu4	to disseminate,	6
散发	散發	san4 fa1	to distribute, to emit, to issue,	6
丧失	喪失	sang4 shi1	to lose, to forfeit,	6
嫂子	嫂子	sao3 zi5	(informal) older brother's wife, sister-in-law, CL:個|个[gè],	6
色彩	色彩	se4 cai3	tint, coloring, coloration, character,	6
刹车	剎車	sha1 che1	to brake (when driving), to stop, to switch off, to check (bad habits), a brake,	6
啥	啥	sha2	dialectal equivalent of 什麼|什么[shén me],	6
筛选	篩選	shai1 xuan3	to filter,	6
山脉	山脈	shan1 mai4	mountain range, CL:條|条[tiáo],	6
闪烁	閃爍	shan3 shuo4	flickering, twinkling, evasive, vague (of speech),	6
擅长	擅長	shan4 chang2	to be good at, to be expert in,	6
擅自	擅自	shan4 zi4	without permission, of one's own initiative,	6
商标	商標	shang1 biao1	trademark, logo,	6
伤脑筋	傷腦筋	shang1 nao3 jin1	knotty, troublesome, bothersome,	6
上级	上級	shang4 ji2	higher authorities, superiors, CL:個|个[gè],	6
上进心	上進心	shang4 jin4 xin1	motivation, ambition,	6
上任	上任	shang4 ren4	to take office,	6
上瘾	上癮	shang4 yin3	to get into a habit, to become addicted,	6
上游	上遊	shang4 you2	upper reaches (of a river), upper level, upper echelon, upstream,	6
捎	捎	shao1	to bring sth to sb, to deliver,	6
梢	梢	shao1	tip of branch,	6
哨	哨	shao4	a whistle, sentry,	6
奢侈	奢侈	she1 chi3	luxurious, extravagant, wasteful,	6
设立	設立	she4 li4	to set up, to establish,	6
设想	設想	she4 xiang3	to imagine, to assume, to envisage, tentative plan, to have consideration for,	6
设置	設置	she4 zhi4	to set up, to install,	6
社区	社區	she4 qu1	community,	6
涉及	涉及	she4 ji2	to involve, to touch upon (a topic),	6
摄取	攝取	she4 qu3	absorb (nutrition), take a photo,	6
摄氏度	攝氏度	She4 shi4 du4	degrees centigrade,	6
深奥	深奧	shen1 ao4	profound, abstruse, recondite, profoundly,	6
深沉	深沉	shen1 chen2	deep, extreme, dull, low pitched (sound),	6
深情厚谊	深情厚誼	shen1 qing2 hou4 yi4	deep friendship,	6
申报	申報	shen1 bao4	to report (to the authorities), to declare (to customs),	6
绅士	紳士	shen1 shi4	gentleman,	6
呻吟	呻吟	shen1 yin2	to moan, to groan,	6
神奇	神奇	shen2 qi2	magical, mystical, miraculous,	6
神气	神氣	shen2 qi4	expression, manner, spirited, vigorous,	6
神情	神情	shen2 qing2	look, expression,	6
神色	神色	shen2 se4	expression, look,	6
神圣	神聖	shen2 sheng4	divine, hallow, holy, sacred,	6
神态	神態	shen2 tai4	appearance, manner, bearing, deportment, look, expression, mien,	6
神仙	神仙	shen2 xian1	Daoist immortal, supernatural entity, (in modern fiction) fairy, elf, leprechaun etc, fig. lighthearted person,	6
审查	審查	shen3 cha2	to examine, to investigate, to censor out, censorship,	6
审理	審理	shen3 li3	to hear (a case),	6
审美	審美	shen3 mei3	esthetics, appreciating the arts, taste,	6
审判	審判	shen3 pan4	a trial, to try sb,	6
渗透	滲透	shen4 tou4	to permeate, to infiltrate, to pervade, osmosis,	6
慎重	慎重	shen4 zhong4	cautious, careful, prudent,	6
生存	生存	sheng1 cun2	to exist, to survive,	6
生机	生機	sheng1 ji1	opportunity to live, to reprieve from death, life force, vitality,	6
生理	生理	sheng1 li3	physiology,	6
生疏	生疏	sheng1 shu1	unfamiliar, strange, out of practice, not accustomed,	6
生态	生態	sheng1 tai4	way of life, ecology,	6
生物	生物	sheng1 wu4	organism, living creature, life form, biological, CL:個|个[gè],	6
生效	生效	sheng1 xiao4	to take effect, to go into effect,	6
生锈	生鏽	sheng1 xiu4	to rust, to grow rusty, to corrode, oxidization,	6
生育	生育	sheng1 yu4	to bear, to give birth, to grow, to rear, to bring up (children),	6
牲畜	牲畜	sheng1 chu4	domesticated animals, livestock,	6
声明	聲明	sheng1 ming2	statement, declaration, CL:項|项,份[fèn],	6
声势	聲勢	sheng1 shi4	fame and power, prestige, influence, impetus, momentum,	6
声誉	聲譽	sheng1 yu4	reputation, fame,	6
